[2022-08-30 15:05:47.1063] | Info | [2022/8/30 15:05:47]: 配置信息加载完成... 
[2022-08-30 17:28:56.9580] | Debug | [2022/8/30 17:28:56]: 清理超时会话工作完成... 
[2022-08-30 17:29:16.9629] | Debug | [2022/8/30 17:29:16]: 清理超时会话开始工作... 
[2022-08-30 17:29:16.9629] | Debug | [2022/8/30 17:29:16]: 清理超时会话工作完成... 
[2022-08-30 17:29:36.9701] | Debug | [2022/8/30 17:29:36]: 清理超时会话开始工作... 
[2022-08-30 17:29:36.9701] | Debug | [2022/8/30 17:29:36]: 清理超时会话工作完成... 
[2022-08-30 17:29:56.9707] | Debug | [2022/8/30 17:29:56]: 清理超时会话开始工作... 
[2022-08-30 17:29:56.9707] | Debug | [2022/8/30 17:29:56]: 清理超时会话工作完成... 
[2022-08-30 17:30:16.9734] | Debug | [2022/8/30 17:30:16]: 清理超时会话开始工作... 
[2022-08-30 17:30:16.9734] | Debug | [2022/8/30 17:30:16]: 清理超时会话工作完成... 
[2022-08-30 17:30:36.9762] | Debug | [2022/8/30 17:30:36]: 清理超时会话开始工作... 
[2022-08-30 17:30:36.9764] | Debug | [2022/8/30 17:30:36]: 清理超时会话工作完成... 
[2022-08-30 17:30:56.9788] | Debug | [2022/8/30 17:30:56]: 清理超时会话开始工作... 
[2022-08-30 17:30:56.9788] | Debug | [2022/8/30 17:30:56]: 清理超时会话工作完成... 
[2022-08-30 17:31:16.9817] | Debug | [2022/8/30 17:31:16]: 清理超时会话开始工作... 
[2022-08-30 17:31:16.9817] | Debug | [2022/8/30 17:31:16]: 清理超时会话工作完成... 
[2022-08-30 17:31:36.9900] | Debug | [2022/8/30 17:31:36]: 清理超时会话开始工作... 
[2022-08-30 17:31:36.9903] | Debug | [2022/8/30 17:31:36]: 清理超时会话工作完成... 
[2022-08-30 17:31:57.0005] | Debug | [2022/8/30 17:31:56]: 清理超时会话开始工作... 
[2022-08-30 17:31:57.0005] | Debug | [2022/8/30 17:31:56]: 清理超时会话工作完成... 
[2022-08-30 17:32:17.0016] | Debug | [2022/8/30 17:32:16]: 清理超时会话开始工作... 
[2022-08-30 17:32:17.0016] | Debug | [2022/8/30 17:32:16]: 清理超时会话工作完成... 
[2022-08-30 17:32:37.0115] | Debug | [2022/8/30 17:32:36]: 清理超时会话开始工作... 
[2022-08-30 17:32:37.0115] | Debug | [2022/8/30 17:32:37]: 清理超时会话工作完成... 
[2022-08-30 17:32:57.0185] | Debug | [2022/8/30 17:32:57]: 清理超时会话开始工作... 
[2022-08-30 17:32:57.0185] | Debug | [2022/8/30 17:32:57]: 清理超时会话工作完成... 
[2022-08-30 17:33:17.0233] | Debug | [2022/8/30 17:33:17]: 清理超时会话开始工作... 
[2022-08-30 17:33:17.0233] | Debug | [2022/8/30 17:33:17]: 清理超时会话工作完成... 
[2022-08-30 17:33:37.0301] | Debug | [2022/8/30 17:33:37]: 清理超时会话开始工作... 
[2022-08-30 17:33:37.0303] | Debug | [2022/8/30 17:33:37]: 清理超时会话工作完成... 
[2022-08-30 17:33:57.0344] | Debug | [2022/8/30 17:33:57]: 清理超时会话开始工作... 
[2022-08-30 17:33:57.0344] | Debug | [2022/8/30 17:33:57]: 清理超时会话工作完成... 
[2022-08-30 17:34:17.0409] | Debug | [2022/8/30 17:34:17]: 清理超时会话开始工作... 
[2022-08-30 17:34:17.0409] | Debug | [2022/8/30 17:34:17]: 清理超时会话工作完成... 
[2022-08-30 17:34:35.2689] | Debug | [2022/8/30 17:34:35]: 用户[10.10.0.109]分配到游戏数据服务器[d9193df8c1554153bee2f305b9e2ccbd] Server:10.10.0.102:5000 
[2022-08-30 17:34:35.4715] | Info | [2022/8/30 17:34:35]: 客户端登陆消息处理失败，剔除链接 
[2022-08-30 17:34:35.4715] | Debug | [2022/8/30 17:34:35]: Login Packet: ^^IqlmAtn_Glm`Y__c?_abXk`bXkabZg_`?_c`iubwewwaVkaaUaatfz`ci{vuTgtbYg``Zfc`VjvaVfvudzabfsu`ey 
[2022-08-30 17:34:37.0486] | Debug | [2022/8/30 17:34:37]: 清理超时会话开始工作... 
[2022-08-30 17:34:37.0486] | Debug | [2022/8/30 17:34:37]: 清理超时会话工作完成... 
[2022-08-30 17:34:57.0582] | Debug | [2022/8/30 17:34:57]: 清理超时会话开始工作... 
[2022-08-30 17:34:57.0585] | Debug | [2022/8/30 17:34:57]: 清理超时会话工作完成... 
[2022-08-30 17:35:17.0576] | Debug | [2022/8/30 17:35:17]: 清理超时会话开始工作... 
[2022-08-30 17:35:17.0576] | Debug | [2022/8/30 17:35:17]: 清理超时会话工作完成... 
[2022-08-30 17:35:37.0623] | Debug | [2022/8/30 17:35:37]: 清理超时会话开始工作... 
[2022-08-30 17:35:37.0624] | Debug | [2022/8/30 17:35:37]: 清理超时会话工作完成... 
[2022-08-30 17:35:57.0665] | Debug | [2022/8/30 17:35:57]: 清理超时会话开始工作... 
[2022-08-30 17:35:57.0665] | Debug | [2022/8/30 17:35:57]: 清理超时会话工作完成... 
[2022-08-30 17:36:17.0737] | Debug | [2022/8/30 17:36:17]: 清理超时会话开始工作... 
[2022-08-30 17:36:17.0737] | Debug | [2022/8/30 17:36:17]: 清理超时会话工作完成... 
[2022-08-30 17:36:37.0850] | Debug | [2022/8/30 17:36:37]: 清理超时会话开始工作... 
[2022-08-30 17:36:37.0850] | Debug | [2022/8/30 17:36:37]: 清理超时会话工作完成... 
[2022-08-30 17:36:57.0899] | Debug | [2022/8/30 17:36:57]: 清理超时会话开始工作... 
[2022-08-30 17:36:57.0899] | Debug | [2022/8/30 17:36:57]: 清理超时会话工作完成... 
[2022-08-30 17:37:17.0956] | Debug | [2022/8/30 17:37:17]: 清理超时会话开始工作... 
[2022-08-30 17:37:17.0956] | Debug | [2022/8/30 17:37:17]: 清理超时会话工作完成... 
[2022-08-30 17:37:37.1006] | Debug | [2022/8/30 17:37:37]: 清理超时会话开始工作... 
[2022-08-30 17:37:37.1006] | Debug | [2022/8/30 17:37:37]: 清理超时会话工作完成... 
[2022-08-30 17:37:57.1079] | Debug | [2022/8/30 17:37:57]: 清理超时会话开始工作... 
[2022-08-30 17:37:57.1079] | Debug | [2022/8/30 17:37:57]: 清理超时会话工作完成... 
[2022-08-30 17:38:17.1169] | Debug | [2022/8/30 17:38:17]: 清理超时会话开始工作... 
[2022-08-30 17:38:17.1169] | Debug | [2022/8/30 17:38:17]: 清理超时会话工作完成... 
[2022-08-30 17:38:37.1191] | Debug | [2022/8/30 17:38:37]: 清理超时会话开始工作... 
[2022-08-30 17:38:37.1191] | Debug | [2022/8/30 17:38:37]: 清理超时会话工作完成... 
[2022-08-30 17:38:57.1286] | Debug | [2022/8/30 17:38:57]: 清理超时会话开始工作... 
[2022-08-30 17:38:57.1286] | Debug | [2022/8/30 17:38:57]: 清理超时会话工作完成... 
[2022-08-30 17:39:17.1336] | Debug | [2022/8/30 17:39:17]: 清理超时会话开始工作... 
[2022-08-30 17:39:17.1336] | Debug | [2022/8/30 17:39:17]: 清理超时会话工作完成... 
[2022-08-30 17:39:37.1347] | Debug | [2022/8/30 17:39:37]: 清理超时会话开始工作... 
[2022-08-30 17:39:37.1347] | Debug | [2022/8/30 17:39:37]: 清理超时会话工作完成... 
[2022-08-30 17:39:57.1376] | Debug | [2022/8/30 17:39:57]: 清理超时会话开始工作... 
[2022-08-30 17:39:57.1376] | Debug | [2022/8/30 17:39:57]: 清理超时会话工作完成... 
[2022-08-30 17:40:17.1445] | Debug | [2022/8/30 17:40:17]: 清理超时会话开始工作... 
[2022-08-30 17:40:17.1445] | Debug | [2022/8/30 17:40:17]: 清理超时会话工作完成... 
[2022-08-30 17:40:37.1524] | Debug | [2022/8/30 17:40:37]: 清理超时会话开始工作... 
[2022-08-30 17:40:37.1524] | Debug | [2022/8/30 17:40:37]: 清理超时会话工作完成... 
[2022-08-30 17:40:57.1616] | Debug | [2022/8/30 17:40:57]: 清理超时会话开始工作... 
[2022-08-30 17:40:57.1616] | Debug | [2022/8/30 17:40:57]: 清理超时会话工作完成... 
[2022-08-30 17:41:17.1767] | Debug | [2022/8/30 17:41:17]: 清理超时会话开始工作... 
[2022-08-30 17:41:17.1767] | Debug | [2022/8/30 17:41:17]: 清理超时会话工作完成... 
[2022-08-30 17:41:37.1800] | Debug | [2022/8/30 17:41:37]: 清理超时会话开始工作... 
[2022-08-30 17:41:37.1800] | Debug | [2022/8/30 17:41:37]: 清理超时会话工作完成... 
[2022-08-30 17:41:57.1817] | Debug | [2022/8/30 17:41:57]: 清理超时会话开始工作... 
[2022-08-30 17:41:57.1817] | Debug | [2022/8/30 17:41:57]: 清理超时会话工作完成... 
[2022-08-30 17:42:17.1896] | Debug | [2022/8/30 17:42:17]: 清理超时会话开始工作... 
[2022-08-30 17:42:17.1896] | Debug | [2022/8/30 17:42:17]: 清理超时会话工作完成... 
[2022-08-30 17:42:37.1926] | Debug | [2022/8/30 17:42:37]: 清理超时会话开始工作... 
[2022-08-30 17:42:37.1926] | Debug | [2022/8/30 17:42:37]: 清理超时会话工作完成... 
[2022-08-30 17:42:57.2010] | Debug | [2022/8/30 17:42:57]: 清理超时会话开始工作... 
[2022-08-30 17:42:57.2010] | Debug | [2022/8/30 17:42:57]: 清理超时会话工作完成... 
[2022-08-30 17:43:17.2072] | Debug | [2022/8/30 17:43:17]: 清理超时会话开始工作... 
[2022-08-30 17:43:17.2074] | Debug | [2022/8/30 17:43:17]: 清理超时会话工作完成... 
[2022-08-30 17:43:37.2084] | Debug | [2022/8/30 17:43:37]: 清理超时会话开始工作... 
[2022-08-30 17:43:37.2084] | Debug | [2022/8/30 17:43:37]: 清理超时会话工作完成... 
[2022-08-30 17:43:57.2237] | Debug | [2022/8/30 17:43:57]: 清理超时会话开始工作... 
[2022-08-30 17:43:57.2237] | Debug | [2022/8/30 17:43:57]: 清理超时会话工作完成... 
[2022-08-30 17:44:17.2267] | Debug | [2022/8/30 17:44:17]: 清理超时会话开始工作... 
[2022-08-30 17:44:17.2267] | Debug | [2022/8/30 17:44:17]: 清理超时会话工作完成... 
[2022-08-30 17:44:37.2289] | Debug | [2022/8/30 17:44:37]: 清理超时会话开始工作... 
[2022-08-30 17:44:37.2289] | Debug | [2022/8/30 17:44:37]: 清理超时会话工作完成... 
[2022-08-30 17:44:57.2400] | Debug | [2022/8/30 17:44:57]: 清理超时会话开始工作... 
[2022-08-30 17:44:57.2400] | Debug | [2022/8/30 17:44:57]: 清理超时会话工作完成... 
[2022-08-30 17:45:17.2488] | Debug | [2022/8/30 17:45:17]: 清理超时会话开始工作... 
[2022-08-30 17:45:17.2488] | Debug | [2022/8/30 17:45:17]: 清理超时会话工作完成... 
[2022-08-30 17:45:37.2476] | Debug | [2022/8/30 17:45:37]: 清理超时会话开始工作... 
[2022-08-30 17:45:37.2476] | Debug | [2022/8/30 17:45:37]: 清理超时会话工作完成... 
[2022-08-30 17:45:57.2584] | Debug | [2022/8/30 17:45:57]: 清理超时会话开始工作... 
[2022-08-30 17:45:57.2584] | Debug | [2022/8/30 17:45:57]: 清理超时会话工作完成... 
[2022-08-30 17:46:19.8994] | Info | [2022/8/30 17:46:19]: 配置信息加载完成... 
[2022-08-30 17:46:19.9258] | Info | [2022/8/30 17:46:19]: 服务已启动成功... 
[2022-08-30 17:46:19.9265] | Info | [2022/8/30 17:46:19]: 欢迎使用翎风系列游戏软件... 
[2022-08-30 17:46:19.9265] | Info | [2022/8/30 17:46:19]: 网站:http://www.gameofmir.com 
[2022-08-30 17:46:19.9265] | Info | [2022/8/30 17:46:19]: 论坛:http://bbs.gameofmir.com 
[2022-08-30 17:46:20.2025] | Info | [2022/8/30 17:46:20]: 网关[10.10.0.102:7200]已启动... 
[2022-08-30 17:46:20.2329] | Info | [2022/8/30 17:46:20]: 网关[10.10.0.102:7201]已启动... 
[2022-08-30 17:46:20.2619] | Info | [2022/8/30 17:46:20]: [10.10.0.102:7200] 游戏引擎[10.10.0.102:5000]链接成功. 
[2022-08-30 17:46:20.2619] | Info | [2022/8/30 17:46:20]: 网关[10.10.0.102:7202]已启动... 
[2022-08-30 17:46:20.2624] | Info | [2022/8/30 17:46:20]: [10.10.0.102:7201] 游戏引擎[10.10.0.102:5000]链接成功. 
[2022-08-30 17:46:20.2624] | Info | [2022/8/30 17:46:20]: [10.10.0.102:7202] 游戏引擎[10.10.0.102:5000]链接成功. 
[2022-08-30 17:46:20.2624] | Debug | [2022/8/30 17:46:20]: 线程[2b575496daa44c1eb7c70d8e501dfdfa]连接 10.10.0.102:5000 成功... 
[2022-08-30 17:46:20.2624] | Debug | [2022/8/30 17:46:20]: 线程[5844a49ae53f4e95b395442022d7df3e]连接 10.10.0.102:5000 成功... 
[2022-08-30 17:46:20.2624] | Debug | [2022/8/30 17:46:20]: 线程[29a0372ccf2d4b3e8c7e1abb54bba85e]连接 10.10.0.102:5000 成功... 
[2022-08-30 17:46:20.2781] | Debug | [2022/8/30 17:46:20]: 消息消费线程[f4b8691f0008416baee407d87d4b07ca]已启动. 
[2022-08-30 17:46:20.2786] | Debug | [2022/8/30 17:46:20]: 消息消费线程[e5a037e7ea4549f58d1eb21ddac492b9]已启动. 
[2022-08-30 17:46:39.8135] | Debug | [2022/8/30 17:46:39]: 清理超时会话开始工作... 
[2022-08-30 17:46:39.8135] | Debug | [2022/8/30 17:46:39]: 清理超时会话工作完成... 
[2022-08-30 17:46:40.1715] | Debug | [2022/8/30 17:46:40]: 用户[10.10.0.109]分配到游戏数据服务器[f3b6484871db449089c8619092ccdd29] Server:10.10.0.102:5000 
[2022-08-30 17:46:40.4201] | Debug | [2022/8/30 17:46:40]: Login Packet: ^^IqlmAtn_Glm`Y__`?^abXk`bXkabZg_`?_`wfwbaZi`t[jbui{uuZgbuQjbuYkwcXjaaWjbaWk`bWkvwYgvuizutiv 
[2022-08-30 17:48:14.7420] | Info | [2022/8/30 17:48:14]: 客户端登陆消息处理失败，剔除链接 
[2022-08-30 17:48:14.8400] | Debug | [2022/8/30 17:48:14]: 清理超时会话开始工作... 
[2022-08-30 17:48:14.8400] | Debug | [2022/8/30 17:48:14]: 清理超时会话工作完成... 
[2022-08-30 17:48:34.7860] | Debug | [2022/8/30 17:48:34]: 清理超时会话开始工作... 
[2022-08-30 17:48:34.7864] | Debug | [2022/8/30 17:48:34]: 清理超时会话工作完成... 
[2022-08-30 17:48:54.8433] | Debug | [2022/8/30 17:48:54]: 清理超时会话开始工作... 
[2022-08-30 17:48:54.8433] | Debug | [2022/8/30 17:48:54]: 清理超时会话工作完成... 
[2022-08-30 17:49:14.8054] | Debug | [2022/8/30 17:49:14]: 清理超时会话开始工作... 
[2022-08-30 17:49:14.8054] | Debug | [2022/8/30 17:49:14]: 清理超时会话工作完成... 
[2022-08-30 17:49:34.8064] | Debug | [2022/8/30 17:49:34]: 清理超时会话开始工作... 
[2022-08-30 17:49:34.8064] | Debug | [2022/8/30 17:49:34]: 清理超时会话工作完成... 
[2022-08-30 17:49:54.9629] | Debug | [2022/8/30 17:49:54]: 清理超时会话开始工作... 
[2022-08-30 17:49:54.9882] | Debug | [2022/8/30 17:49:54]: 清理超时会话工作完成... 
[2022-08-30 17:50:14.8277] | Debug | [2022/8/30 17:50:14]: 清理超时会话开始工作... 
[2022-08-30 17:50:14.8277] | Debug | [2022/8/30 17:50:14]: 清理超时会话工作完成... 
[2022-08-30 17:50:34.8730] | Debug | [2022/8/30 17:50:34]: 清理超时会话开始工作... 
[2022-08-30 17:50:34.8986] | Debug | [2022/8/30 17:50:34]: 清理超时会话工作完成... 
[2022-08-30 17:50:54.8378] | Debug | [2022/8/30 17:50:54]: 清理超时会话开始工作... 
[2022-08-30 17:50:54.8378] | Debug | [2022/8/30 17:50:54]: 清理超时会话工作完成... 
[2022-08-30 17:51:14.8954] | Debug | [2022/8/30 17:51:14]: 清理超时会话开始工作... 
[2022-08-30 17:51:14.8954] | Debug | [2022/8/30 17:51:14]: 清理超时会话工作完成... 
[2022-08-30 17:51:34.8503] | Debug | [2022/8/30 17:51:34]: 清理超时会话开始工作... 
[2022-08-30 17:51:34.8503] | Debug | [2022/8/30 17:51:34]: 清理超时会话工作完成... 
[2022-08-30 17:51:54.9113] | Debug | [2022/8/30 17:51:54]: 清理超时会话开始工作... 
[2022-08-30 17:51:54.9384] | Debug | [2022/8/30 17:51:54]: 清理超时会话工作完成... 
[2022-08-30 17:52:14.8665] | Debug | [2022/8/30 17:52:14]: 清理超时会话开始工作... 
[2022-08-30 17:52:14.8665] | Debug | [2022/8/30 17:52:14]: 清理超时会话工作完成... 
[2022-08-30 17:52:34.9755] | Debug | [2022/8/30 17:52:34]: 清理超时会话开始工作... 
[2022-08-30 17:52:35.0048] | Debug | [2022/8/30 17:52:34]: 清理超时会话工作完成... 
[2022-08-30 17:52:54.8816] | Debug | [2022/8/30 17:52:54]: 清理超时会话开始工作... 
[2022-08-30 17:52:54.8816] | Debug | [2022/8/30 17:52:54]: 清理超时会话工作完成... 
[2022-08-30 17:53:04.4047] | Info | [2022/8/30 17:53:04]: 配置信息加载完成... 
[2022-08-30 17:53:04.4228] | Info | [2022/8/30 17:53:04]: 服务已启动成功... 
[2022-08-30 17:53:04.4233] | Info | [2022/8/30 17:53:04]: 欢迎使用翎风系列游戏软件... 
[2022-08-30 17:53:04.4233] | Info | [2022/8/30 17:53:04]: 网站:http://www.gameofmir.com 
[2022-08-30 17:53:04.4233] | Info | [2022/8/30 17:53:04]: 论坛:http://bbs.gameofmir.com 
[2022-08-30 17:53:04.5412] | Info | [2022/8/30 17:53:04]: 网关[10.10.0.102:7200]已启动... 
[2022-08-30 17:53:04.6332] | Info | [2022/8/30 17:53:04]: [10.10.0.102:7200] 游戏引擎[10.10.0.102:5000]链接成功. 
[2022-08-30 17:53:04.6679] | Info | [2022/8/30 17:53:04]: 网关[10.10.0.102:7201]已启动... 
[2022-08-30 17:53:04.6679] | Info | [2022/8/30 17:53:04]: 网关[10.10.0.102:7202]已启动... 
[2022-08-30 17:53:04.6684] | Info | [2022/8/30 17:53:04]: [10.10.0.102:7201] 游戏引擎[10.10.0.102:5000]链接成功. 
[2022-08-30 17:53:04.6684] | Info | [2022/8/30 17:53:04]: [10.10.0.102:7202] 游戏引擎[10.10.0.102:5000]链接成功. 
