[2022-08-19 11:15:49.2337] | Info | 正在启动服务... 
   at LoginGate.TimedService.ExecuteAsync(CancellationToken stoppingToken) in /Volumes/Project/OpenMir2/src/LoginGate/TimedService.cs:line 29
   at Microsoft.Extensions.Hosting.Internal.Host.TryExecuteBackgroundServiceAsync(BackgroundService backgroundService) 
 AsyncStateMachineBox`1.ExecutionContextCallback => <TryExecuteBackgroundServiceAsync>d__13.MoveNext => HostingLoggerExtensions.BackgroundServiceStoppingHost 

[2022-08-19 15:40:52.9402] | Info | 正在启动服务... 
[2022-08-19 15:40:52.9881] | Info | 欢迎使用翎风系列游戏软件... 
[2022-08-19 15:40:52.9881] | Info | 网站:http://www.gameofmir.com 
[2022-08-19 15:40:52.9881] | Info | 论坛:http://bbs.gameofmir.com 
[2022-08-19 15:40:52.9985] | Info | 登录网关[127.0.0.1:7000]已启动... 
[2022-08-19 15:40:53.1514] | Info | 账号服务器[10.10.0.102:5500]断开链接. 
[2022-08-19 15:41:44.1196] | Info | 正在启动服务... 
[2022-08-19 15:41:44.1691] | Info | 欢迎使用翎风系列游戏软件... 
[2022-08-19 15:41:44.1691] | Info | 网站:http://www.gameofmir.com 
[2022-08-19 15:41:44.1691] | Info | 论坛:http://bbs.gameofmir.com 
[2022-08-19 15:41:44.1796] | Info | 登录网关[127.0.0.1:7000]已启动... 
[2022-08-19 15:41:48.6526] | Info | 账号服务器[10.10.0.102:5500]断开链接. 
[2022-08-19 15:43:06.6640] | Info | 正在启动服务... 
[2022-08-19 15:43:06.7221] | Info | 欢迎使用翎风系列游戏软件... 
[2022-08-19 15:43:06.7221] | Info | 网站:http://www.gameofmir.com 
[2022-08-19 15:43:06.7221] | Info | 论坛:http://bbs.gameofmir.com 
[2022-08-19 15:43:06.7345] | Info | 登录网关[127.0.0.1:7000]已启动... 
[2022-08-19 15:43:08.6740] | Info | 账号服务器[10.10.0.102:5500]断开链接. 
[2022-08-19 15:43:51.4045] | Info | 正在启动服务... 
[2022-08-19 15:43:51.4501] | Info | 欢迎使用翎风系列游戏软件... 
[2022-08-19 15:43:51.4501] | Info | 网站:http://www.gameofmir.com 
[2022-08-19 15:43:51.4501] | Info | 论坛:http://bbs.gameofmir.com 
[2022-08-19 15:43:51.4609] | Info | 登录网关[127.0.0.1:7000]已启动... 
[2022-08-19 15:43:54.5899] | Info | 账号服务器[10.10.0.102:5500]断开链接. 
[2022-08-19 15:44:02.7869] | Info | 账号服务器[10.10.0.102:5500]断开链接. 
[2022-08-19 15:44:27.4943] | Info | 正在启动服务... 
[2022-08-19 15:44:27.5411] | Info | 欢迎使用翎风系列游戏软件... 
[2022-08-19 15:44:27.5411] | Info | 网站:http://www.gameofmir.com 
[2022-08-19 15:44:27.5418] | Info | 论坛:http://bbs.gameofmir.com 
[2022-08-19 15:44:27.5515] | Info | 登录网关[127.0.0.1:7000]已启动... 
[2022-08-19 15:44:29.4621] | Info | 账号服务器[10.10.0.102:5500]断开链接. 
[2022-08-19 15:49:30.3997] | Info | 正在启动服务... 
[2022-08-19 15:49:30.4198] | Info | 欢迎使用翎风系列游戏软件... 
[2022-08-19 15:49:30.4201] | Info | 网站:http://www.gameofmir.com 
[2022-08-19 15:49:30.4201] | Info | 论坛:http://bbs.gameofmir.com 
[2022-08-19 15:49:30.4552] | Info | 登录网关[127.0.0.1:7000]已启动... 
[2022-08-19 15:49:30.5387] | Info | 账号服务器[10.10.0.102:5500]断开链接. 
[2022-08-19 15:50:18.5772] | Info | 正在启动服务... 
[2022-08-19 15:50:18.6032] | Info | 欢迎使用翎风系列游戏软件... 
[2022-08-19 15:50:18.6032] | Info | 网站:http://www.gameofmir.com 
[2022-08-19 15:50:18.6032] | Info | 论坛:http://bbs.gameofmir.com 
[2022-08-19 15:50:18.6384] | Info | 登录网关[127.0.0.1:7000]已启动... 
[2022-08-19 15:50:18.6436] | Info | 账号服务器[10.10.0.102:5500]断开链接. 
[2022-08-19 15:51:00.6959] | Info | 正在启动服务... 
[2022-08-19 15:51:00.7143] | Info | 欢迎使用翎风系列游戏软件... 
[2022-08-19 15:51:00.7143] | Info | 网站:http://www.gameofmir.com 
[2022-08-19 15:51:00.7143] | Info | 论坛:http://bbs.gameofmir.com 
[2022-08-19 15:51:00.7486] | Info | 登录网关[127.0.0.1:7000]已启动... 
[2022-08-19 15:51:00.7568] | Info | 账号服务器[10.10.0.102:5500]断开链接. 
[2022-08-19 16:01:28.6065] | Info | 正在启动服务... 
[2022-08-19 16:01:28.6274] | Info | 欢迎使用翎风系列游戏软件... 
[2022-08-19 16:01:28.6278] | Info | 网站:http://www.gameofmir.com 
[2022-08-19 16:01:28.6278] | Info | 论坛:http://bbs.gameofmir.com 
[2022-08-19 16:01:28.6696] | Info | 登录网关[127.0.0.1:7000]已启动... 
[2022-08-19 16:01:28.6783] | Info | 账号服务器[10.10.0.102:5500]断开链接. 
[2022-08-19 16:01:46.5196] | Info | 正在启动服务... 
[2022-08-19 16:01:46.5379] | Info | 欢迎使用翎风系列游戏软件... 
[2022-08-19 16:01:46.5379] | Info | 网站:http://www.gameofmir.com 
[2022-08-19 16:01:46.5379] | Info | 论坛:http://bbs.gameofmir.com 
[2022-08-19 16:01:46.5743] | Info | 登录网关[127.0.0.1:7000]已启动... 
[2022-08-19 16:01:46.5823] | Info | 账号服务器[10.10.0.102:5500]断开链接. 
[2022-08-19 16:02:27.9038] | Info | 正在启动服务... 
[2022-08-19 16:02:27.9223] | Info | 欢迎使用翎风系列游戏软件... 
[2022-08-19 16:02:27.9223] | Info | 网站:http://www.gameofmir.com 
[2022-08-19 16:02:27.9223] | Info | 论坛:http://bbs.gameofmir.com 
[2022-08-19 16:02:27.9587] | Info | 登录网关[127.0.0.1:7000]已启动... 
[2022-08-19 16:02:27.9669] | Info | 账号服务器[10.10.0.102:5500]断开链接. 
[2022-08-19 16:04:19.7002] | Info | 正在启动服务... 
[2022-08-19 16:04:19.7190] | Info | 欢迎使用翎风系列游戏软件... 
[2022-08-19 16:04:19.7190] | Info | 网站:http://www.gameofmir.com 
[2022-08-19 16:04:19.7190] | Info | 论坛:http://bbs.gameofmir.com 
[2022-08-19 16:04:19.7577] | Info | 登录网关[127.0.0.1:7000]已启动... 
[2022-08-19 16:04:19.7663] | Info | 账号服务器[10.10.0.102:5500]断开链接. 
[2022-08-19 16:04:24.9576] | Info | 正在启动服务... 
[2022-08-19 16:04:24.9764] | Info | 欢迎使用翎风系列游戏软件... 
[2022-08-19 16:04:24.9764] | Info | 网站:http://www.gameofmir.com 
[2022-08-19 16:04:24.9764] | Info | 论坛:http://bbs.gameofmir.com 
[2022-08-19 16:04:25.0105] | Info | 登录网关[127.0.0.1:7000]已启动... 
[2022-08-19 16:04:25.0192] | Info | 账号服务器[10.10.0.102:5500]断开链接. 
[2022-08-19 16:04:44.7614] | Info | 正在启动服务... 
[2022-08-19 16:04:44.7798] | Info | 欢迎使用翎风系列游戏软件... 
[2022-08-19 16:04:44.7798] | Info | 网站:http://www.gameofmir.com 
[2022-08-19 16:04:44.7798] | Info | 论坛:http://bbs.gameofmir.com 
[2022-08-19 16:04:44.8165] | Info | 登录网关[127.0.0.1:7000]已启动... 
[2022-08-19 16:04:44.8247] | Info | 账号服务器[10.10.0.102:5500]断开链接. 
[2022-08-19 16:05:37.3082] | Info | 正在启动服务... 
[2022-08-19 16:05:37.3273] | Info | 欢迎使用翎风系列游戏软件... 
[2022-08-19 16:05:37.3273] | Info | 网站:http://www.gameofmir.com 
[2022-08-19 16:05:37.3273] | Info | 论坛:http://bbs.gameofmir.com 
[2022-08-19 16:05:37.3662] | Info | 登录网关[127.0.0.1:7000]已启动... 
[2022-08-19 16:05:37.3751] | Info | 账号服务器[10.10.0.102:5500]断开链接. 
[2022-08-19 16:05:47.7613] | Info | 正在启动服务... 
[2022-08-19 16:05:47.7801] | Info | 欢迎使用翎风系列游戏软件... 
[2022-08-19 16:05:47.7801] | Info | 网站:http://www.gameofmir.com 
[2022-08-19 16:05:47.7801] | Info | 论坛:http://bbs.gameofmir.com 
[2022-08-19 16:05:47.8195] | Info | 登录网关[127.0.0.1:7000]已启动... 
[2022-08-19 16:05:47.8280] | Info | 账号服务器[10.10.0.102:5500]断开链接. 
[2022-08-19 16:06:50.8087] | Info | 正在启动服务... 
[2022-08-19 16:06:50.8272] | Info | 欢迎使用翎风系列游戏软件... 
[2022-08-19 16:06:50.8272] | Info | 网站:http://www.gameofmir.com 
[2022-08-19 16:06:50.8272] | Info | 论坛:http://bbs.gameofmir.com 
[2022-08-19 16:06:50.8664] | Info | 登录网关[127.0.0.1:7000]已启动... 
[2022-08-19 16:06:50.8747] | Info | 账号服务器[10.10.0.102:5500]断开链接. 
[2022-08-19 16:07:05.6960] | Info | 正在启动服务... 
[2022-08-19 16:07:05.7153] | Info | 欢迎使用翎风系列游戏软件... 
[2022-08-19 16:07:05.7153] | Info | 网站:http://www.gameofmir.com 
[2022-08-19 16:07:05.7153] | Info | 论坛:http://bbs.gameofmir.com 
[2022-08-19 16:07:05.7526] | Info | 登录网关[127.0.0.1:7000]已启动... 
[2022-08-19 16:07:05.7617] | Info | 账号服务器[10.10.0.102:5500]断开链接. 
[2022-08-19 16:23:24.1801] | Info | 正在启动服务... 
[2022-08-19 16:23:24.1992] | Info | 欢迎使用翎风系列游戏软件... 
[2022-08-19 16:23:24.1992] | Info | 网站:http://www.gameofmir.com 
[2022-08-19 16:23:24.1999] | Info | 论坛:http://bbs.gameofmir.com 
[2022-08-19 16:23:24.2371] | Info | 登录网关[127.0.0.1:7000]已启动... 
[2022-08-19 16:23:24.2452] | Info | 账号服务器[10.10.0.102:5500]断开链接. 
[2022-08-19 16:24:35.4881] | Info | 正在启动服务... 
[2022-08-19 16:24:35.5256] | Info | 欢迎使用翎风系列游戏软件... 
[2022-08-19 16:24:35.5263] | Info | 网站:http://www.gameofmir.com 
[2022-08-19 16:24:35.5263] | Info | 论坛:http://bbs.gameofmir.com 
[2022-08-19 16:24:35.5719] | Info | 登录网关[127.0.0.1:7000]已启动... 
[2022-08-19 16:24:35.5769] | Info | 账号服务器[10.10.0.102:5500]断开链接. 
[2022-08-19 16:25:12.0072] | Info | 正在启动服务... 
[2022-08-19 16:25:12.0263] | Info | 欢迎使用翎风系列游戏软件... 
[2022-08-19 16:25:12.0263] | Info | 网站:http://www.gameofmir.com 
[2022-08-19 16:25:12.0263] | Info | 论坛:http://bbs.gameofmir.com 
[2022-08-19 16:25:12.0643] | Info | 登录网关[127.0.0.1:7000]已启动... 
[2022-08-19 16:25:12.1701] | Info | 账号服务器[10.10.0.102:5500]断开链接. 
[2022-08-19 16:25:56.9450] | Info | 正在启动服务... 
[2022-08-19 16:25:56.9648] | Info | 欢迎使用翎风系列游戏软件... 
[2022-08-19 16:25:56.9655] | Info | 网站:http://www.gameofmir.com 
[2022-08-19 16:25:56.9655] | Info | 论坛:http://bbs.gameofmir.com 
[2022-08-19 16:25:57.0034] | Info | 登录网关[127.0.0.1:7000]已启动... 
[2022-08-19 16:25:57.1041] | Info | 账号服务器[10.10.0.102:5500]断开链接. 
[2022-08-19 16:26:46.6739] | Info | 正在启动服务... 
[2022-08-19 16:26:46.6941] | Info | 欢迎使用翎风系列游戏软件... 
[2022-08-19 16:26:46.6941] | Info | 网站:http://www.gameofmir.com 
[2022-08-19 16:26:46.6941] | Info | 论坛:http://bbs.gameofmir.com 
[2022-08-19 16:26:46.7342] | Info | 登录网关[127.0.0.1:7000]已启动... 
[2022-08-19 16:26:46.8528] | Info | 账号服务器[10.10.0.102:5500]断开链接. 
[2022-08-19 16:27:05.4756] | Info | 正在启动服务... 
[2022-08-19 16:27:05.4945] | Info | 欢迎使用翎风系列游戏软件... 
[2022-08-19 16:27:05.4945] | Info | 网站:http://www.gameofmir.com 
[2022-08-19 16:27:05.4949] | Info | 论坛:http://bbs.gameofmir.com 
[2022-08-19 16:27:05.5291] | Info | 登录网关[127.0.0.1:7000]已启动... 
[2022-08-19 16:27:05.5374] | Info | 账号服务器[10.10.0.102:5500]断开链接. 
[2022-08-19 16:27:37.5409] | Info | 账号服务器[10.10.0.102:5500]链接成功. 
[2022-08-19 16:27:43.8107] | Info | 正在启动服务... 
[2022-08-19 16:27:43.8301] | Info | 欢迎使用翎风系列游戏软件... 
[2022-08-19 16:27:43.8301] | Info | 网站:http://www.gameofmir.com 
[2022-08-19 16:27:43.8301] | Info | 论坛:http://bbs.gameofmir.com 
[2022-08-19 16:27:43.8721] | Info | 登录网关[127.0.0.1:7000]已启动... 
[2022-08-19 16:27:43.8764] | Info | 账号服务器[10.10.0.102:5500]链接成功. 
[2022-08-19 16:27:43.8772] | Info | 账号服务器[10.10.0.102:5500]断开链接. 
[2022-08-19 16:27:58.3656] | Info | 正在启动服务... 
[2022-08-19 16:27:58.3843] | Info | 欢迎使用翎风系列游戏软件... 
[2022-08-19 16:27:58.3843] | Info | 网站:http://www.gameofmir.com 
[2022-08-19 16:27:58.3843] | Info | 论坛:http://bbs.gameofmir.com 
[2022-08-19 16:27:58.4193] | Info | 登录网关[127.0.0.1:7000]已启动... 
[2022-08-19 16:27:58.4239] | Info | 账号服务器[10.10.0.102:5500]链接成功. 
[2022-08-19 16:27:58.4239] | Info | 账号服务器[10.10.0.102:5500]断开链接. 
[2022-08-19 16:28:56.9611] | Info | 正在启动服务... 
[2022-08-19 16:28:56.9819] | Info | 欢迎使用翎风系列游戏软件... 
[2022-08-19 16:28:56.9819] | Info | 网站:http://www.gameofmir.com 
[2022-08-19 16:28:56.9819] | Info | 论坛:http://bbs.gameofmir.com 
[2022-08-19 16:28:57.0218] | Info | 登录网关[127.0.0.1:7000]已启动... 
[2022-08-19 16:28:57.0278] | Info | 账号服务器[10.10.0.102:5500]链接成功. 
[2022-08-19 16:28:57.0290] | Info | 账号服务器[10.10.0.102:5500]断开链接. 
[2022-08-19 16:29:33.8937] | Info | 正在启动服务... 
[2022-08-19 16:29:33.9120] | Info | 欢迎使用翎风系列游戏软件... 
[2022-08-19 16:29:33.9120] | Info | 网站:http://www.gameofmir.com 
[2022-08-19 16:29:33.9120] | Info | 论坛:http://bbs.gameofmir.com 
[2022-08-19 16:29:33.9469] | Info | 登录网关[127.0.0.1:7000]已启动... 
[2022-08-19 16:29:33.9515] | Info | 账号服务器[10.10.0.102:5500]链接成功. 
[2022-08-19 16:29:33.9523] | Info | 账号服务器[10.10.0.102:5500]断开链接. 
[2022-08-19 16:31:33.8980] | Info | 正在启动服务... 
[2022-08-19 16:31:33.9207] | Info | 欢迎使用翎风系列游戏软件... 
[2022-08-19 16:31:33.9211] | Info | 网站:http://www.gameofmir.com 
[2022-08-19 16:31:33.9211] | Info | 论坛:http://bbs.gameofmir.com 
[2022-08-19 16:31:33.9571] | Info | 登录网关[127.0.0.1:7000]已启动... 
[2022-08-19 16:31:33.9625] | Info | 账号服务器[10.10.0.102:5500]链接成功. 
[2022-08-19 16:31:33.9635] | Info | 账号服务器[10.10.0.102:5500]断开链接. 
[2022-08-19 16:32:16.1067] | Info | 正在启动服务... 
[2022-08-19 16:32:16.1275] | Info | 欢迎使用翎风系列游戏软件... 
[2022-08-19 16:32:16.1275] | Info | 网站:http://www.gameofmir.com 
[2022-08-19 16:32:16.1279] | Info | 论坛:http://bbs.gameofmir.com 
[2022-08-19 16:32:26.0621] | Info | 正在启动服务... 
[2022-08-19 16:32:26.0825] | Info | 欢迎使用翎风系列游戏软件... 
[2022-08-19 16:32:26.0825] | Info | 网站:http://www.gameofmir.com 
[2022-08-19 16:32:26.0829] | Info | 论坛:http://bbs.gameofmir.com 
[2022-08-19 16:32:26.1232] | Info | 登录网关[127.0.0.1:7000]已启动... 
[2022-08-19 16:32:26.1809] | Info | 账号服务器[]链接成功. 
[2022-08-19 16:32:44.6041] | Info | 账号服务器[10.10.0.102:5500]断开链接. 
[2022-08-19 16:33:28.8861] | Info | 正在启动服务... 
[2022-08-19 16:33:28.9084] | Info | 欢迎使用翎风系列游戏软件... 
[2022-08-19 16:33:28.9084] | Info | 网站:http://www.gameofmir.com 
[2022-08-19 16:33:28.9089] | Info | 论坛:http://bbs.gameofmir.com 
[2022-08-19 16:33:28.9482] | Info | 登录网关[127.0.0.1:7000]已启动... 
[2022-08-19 16:34:37.6381] | Info | 正在启动服务... 
[2022-08-19 16:34:37.6598] | Info | 欢迎使用翎风系列游戏软件... 
[2022-08-19 16:34:37.6602] | Info | 网站:http://www.gameofmir.com 
[2022-08-19 16:34:37.6602] | Info | 论坛:http://bbs.gameofmir.com 
[2022-08-19 16:34:37.6979] | Info | 登录网关[127.0.0.1:7000]已启动... 
[2022-08-19 16:34:41.1386] | Info | 账号服务器[10.10.0.102:5500]断开链接. 
[2022-08-19 16:35:30.4602] | Info | 正在启动服务... 
[2022-08-19 16:35:30.4822] | Info | 欢迎使用翎风系列游戏软件... 
[2022-08-19 16:35:30.4822] | Info | 网站:http://www.gameofmir.com 
[2022-08-19 16:35:30.4822] | Info | 论坛:http://bbs.gameofmir.com 
[2022-08-19 16:35:30.5209] | Info | 登录网关[127.0.0.1:7000]已启动... 
[2022-08-19 16:35:40.0780] | Info | 账号服务器[10.10.0.102:5500]断开链接. 
[2022-08-19 16:35:56.7303] | Info | 正在启动服务... 
[2022-08-19 16:35:56.7505] | Info | 欢迎使用翎风系列游戏软件... 
[2022-08-19 16:35:56.7509] | Info | 网站:http://www.gameofmir.com 
[2022-08-19 16:35:56.7509] | Info | 论坛:http://bbs.gameofmir.com 
[2022-08-19 16:35:56.7888] | Info | 登录网关[127.0.0.1:7000]已启动... 
[2022-08-19 16:36:09.2691] | Info | 账号服务器[10.10.0.102:5500]链接成功. 
[2022-08-19 16:36:19.3291] | Info | 正在启动服务... 
[2022-08-19 16:36:19.3484] | Info | 欢迎使用翎风系列游戏软件... 
[2022-08-19 16:36:19.3484] | Info | 网站:http://www.gameofmir.com 
[2022-08-19 16:36:19.3484] | Info | 论坛:http://bbs.gameofmir.com 
[2022-08-19 16:36:19.3829] | Info | 登录网关[127.0.0.1:7000]已启动... 
[2022-08-19 16:36:19.3876] | Info | 账号服务器[10.10.0.102:5500]链接成功. 
[2022-08-19 16:36:19.3884] | Info | 账号服务器[10.10.0.102:5500]断开链接. 
[2022-08-19 16:36:48.8188] | Info | 正在启动服务... 
[2022-08-19 16:36:48.8400] | Info | 欢迎使用翎风系列游戏软件... 
[2022-08-19 16:36:48.8400] | Info | 网站:http://www.gameofmir.com 
[2022-08-19 16:36:48.8400] | Info | 论坛:http://bbs.gameofmir.com 
[2022-08-19 16:36:48.8789] | Info | 登录网关[127.0.0.1:7000]已启动... 
[2022-08-19 16:36:50.5285] | Info | 账号服务器[10.10.0.102:5500]链接成功. 
[2022-08-19 16:36:50.5829] | Info | 账号服务器[10.10.0.102:5500]断开链接. 
[2022-08-19 16:36:58.9721] | Info | 正在启动服务... 
[2022-08-19 16:36:58.9919] | Info | 欢迎使用翎风系列游戏软件... 
[2022-08-19 16:36:58.9919] | Info | 网站:http://www.gameofmir.com 
[2022-08-19 16:36:58.9919] | Info | 论坛:http://bbs.gameofmir.com 
[2022-08-19 16:36:59.0293] | Info | 登录网关[127.0.0.1:7000]已启动... 
[2022-08-19 16:39:13.5041] | Info | 正在启动服务... 
[2022-08-19 16:39:13.5280] | Info | 欢迎使用翎风系列游戏软件... 
[2022-08-19 16:39:13.5280] | Info | 网站:http://www.gameofmir.com 
[2022-08-19 16:39:13.5280] | Info | 论坛:http://bbs.gameofmir.com 
[2022-08-19 16:39:13.5658] | Info | 登录网关[127.0.0.1:7000]已启动... 
[2022-08-19 16:39:13.7092] | Info | 账号服务器[10.10.0.102:5500]链接成功. 
[2022-08-19 16:39:13.7822] | Info | 账号服务器[10.10.0.102:5500]断开链接. 
[2022-08-19 16:39:34.2207] | Info | 正在启动服务... 
[2022-08-19 16:39:34.2407] | Info | 欢迎使用翎风系列游戏软件... 
[2022-08-19 16:39:34.2410] | Info | 网站:http://www.gameofmir.com 
[2022-08-19 16:39:34.2410] | Info | 论坛:http://bbs.gameofmir.com 
[2022-08-19 16:39:34.2799] | Info | 登录网关[127.0.0.1:7000]已启动... 
[2022-08-19 16:39:34.3844] | Info | 账号服务器[]链接成功. 
[2022-08-19 16:39:35.1508] | Info | 账号服务器[]断开链接. 
[2022-08-19 16:41:07.8170] | Info | 正在启动服务... 
[2022-08-19 16:41:07.8405] | Info | 欢迎使用翎风系列游戏软件... 
[2022-08-19 16:41:07.8411] | Info | 网站:http://www.gameofmir.com 
[2022-08-19 16:41:07.8411] | Info | 论坛:http://bbs.gameofmir.com 
[2022-08-19 16:41:07.8849] | Info | 登录网关[127.0.0.1:7000]已启动... 
[2022-08-19 16:42:40.2317] | Info | 正在启动服务... 
