[2022-08-17 10:20:34.9813] | Info | 正在启动服务... 
[2022-08-17 10:21:35.3844] | Debug | 用户[10.10.0.102]分配到数据库服务器[0] Server:10.10.0.102:5100 
[2022-08-17 10:21:36.3953] | Debug | 用户[10.10.0.102]分配到数据库服务器[0] Server:10.10.0.102:5100 
[2022-08-17 10:21:37.4117] | Debug | 用户[10.10.0.102]分配到数据库服务器[0] Server:10.10.0.102:5100 
[2022-08-17 10:21:38.4255] | Debug | 用户[10.10.0.102]分配到数据库服务器[0] Server:10.10.0.102:5100 
[2022-08-17 10:21:39.4383] | Debug | 用户[10.10.0.102]分配到数据库服务器[0] Server:10.10.0.102:5100 
[2022-08-17 10:21:40.4500] | Debug | 用户[10.10.0.102]分配到数据库服务器[0] Server:10.10.0.102:5100 
[2022-08-17 10:21:41.4615] | Debug | 用户[10.10.0.102]分配到数据库服务器[0] Server:10.10.0.102:5100 
[2022-08-17 10:21:42.4736] | Debug | 用户[10.10.0.102]分配到数据库服务器[0] Server:10.10.0.102:5100 
[2022-08-17 10:21:43.4851] | Debug | 用户[10.10.0.102]分配到数据库服务器[0] Server:10.10.0.102:5100 
[2022-08-17 10:21:44.4969] | Debug | 用户[10.10.0.102]分配到数据库服务器[0] Server:10.10.0.102:5100 
[2022-08-17 10:21:45.0842] | Debug | 发送数据库服务器心跳包 
[2022-08-17 10:21:45.0842] | Debug | 数据库服务器心跳包响应 
[2022-08-17 10:21:45.5093] | Debug | 用户[10.10.0.102]分配到数据库服务器[0] Server:10.10.0.102:5100 
[2022-08-17 10:21:46.5182] | Debug | 用户[10.10.0.102]分配到数据库服务器[0] Server:10.10.0.102:5100 
[2022-08-17 10:21:47.5304] | Debug | 用户[10.10.0.102]分配到数据库服务器[0] Server:10.10.0.102:5100 
[2022-08-17 10:21:48.5447] | Debug | 用户[10.10.0.102]分配到数据库服务器[0] Server:10.10.0.102:5100 
[2022-08-17 10:21:49.5561] | Debug | 用户[10.10.0.102]分配到数据库服务器[0] Server:10.10.0.102:5100 
[2022-08-17 10:21:50.5651] | Debug | 用户[10.10.0.102]分配到数据库服务器[0] Server:10.10.0.102:5100 
[2022-08-17 10:21:51.5790] | Debug | 用户[10.10.0.102]分配到数据库服务器[0] Server:10.10.0.102:5100 
[2022-08-17 10:21:52.5935] | Debug | 用户[10.10.0.102]分配到数据库服务器[0] Server:10.10.0.102:5100 
[2022-08-17 10:21:53.6084] | Debug | 用户[10.10.0.102]分配到数据库服务器[0] Server:10.10.0.102:5100 
[2022-08-17 10:21:54.6244] | Debug | 用户[10.10.0.102]分配到数据库服务器[0] Server:10.10.0.102:5100 
[2022-08-17 10:21:55.0779] | Debug | 清理超时会话开始工作... 
[2022-08-17 10:21:55.0779] | Debug | 清理超时会话工作完成... 
[2022-08-17 10:21:55.0846] | Debug | 发送数据库服务器心跳包 
[2022-08-17 10:21:55.0846] | Debug | 数据库服务器心跳包响应 
[2022-08-17 10:21:55.6409] | Debug | 用户[10.10.0.102]分配到数据库服务器[0] Server:10.10.0.102:5100 
[2022-08-17 10:21:56.6523] | Debug | 用户[10.10.0.102]分配到数据库服务器[0] Server:10.10.0.102:5100 
[2022-08-17 10:21:57.6659] | Debug | 用户[10.10.0.102]分配到数据库服务器[0] Server:10.10.0.102:5100 
[2022-08-17 10:21:58.6782] | Debug | 用户[10.10.0.102]分配到数据库服务器[0] Server:10.10.0.102:5100 
[2022-08-17 10:21:59.6927] | Debug | 用户[10.10.0.102]分配到数据库服务器[0] Server:10.10.0.102:5100 
[2022-08-17 10:22:00.7043] | Debug | 用户[10.10.0.102]分配到数据库服务器[0] Server:10.10.0.102:5100 
[2022-08-17 10:22:01.7157] | Debug | 用户[10.10.0.102]分配到数据库服务器[0] Server:10.10.0.102:5100 
[2022-08-17 10:22:02.7288] | Debug | 用户[10.10.0.102]分配到数据库服务器[0] Server:10.10.0.102:5100 
[2022-08-17 10:22:03.7427] | Debug | 用户[10.10.0.102]分配到数据库服务器[0] Server:10.10.0.102:5100 
[2022-08-17 10:22:04.7577] | Debug | 用户[10.10.0.102]分配到数据库服务器[0] Server:10.10.0.102:5100 
[2022-08-17 10:22:05.0865] | Debug | 发送数据库服务器心跳包 
[2022-08-17 10:22:05.0865] | Debug | 数据库服务器心跳包响应 
[2022-08-17 10:22:05.7697] | Debug | 用户[10.10.0.102]分配到数据库服务器[0] Server:10.10.0.102:5100 
[2022-08-17 10:22:06.7831] | Debug | 用户[10.10.0.102]分配到数据库服务器[0] Server:10.10.0.102:5100 
[2022-08-17 10:22:07.7955] | Debug | 用户[10.10.0.102]分配到数据库服务器[0] Server:10.10.0.102:5100 
[2022-08-17 10:22:08.8083] | Debug | 用户[10.10.0.102]分配到数据库服务器[0] Server:10.10.0.102:5100 
[2022-08-17 10:22:09.8231] | Debug | 用户[10.10.0.102]分配到数据库服务器[0] Server:10.10.0.102:5100 
[2022-08-17 10:22:10.8374] | Debug | 用户[10.10.0.102]分配到数据库服务器[0] Server:10.10.0.102:5100 
[2022-08-17 10:22:11.8534] | Debug | 用户[10.10.0.102]分配到数据库服务器[0] Server:10.10.0.102:5100 
[2022-08-17 10:22:12.8668] | Debug | 用户[10.10.0.102]分配到数据库服务器[0] Server:10.10.0.102:5100 
[2022-08-17 10:22:13.8805] | Debug | 用户[10.10.0.102]分配到数据库服务器[0] Server:10.10.0.102:5100 
[2022-08-17 10:22:14.8968] | Debug | 用户[10.10.0.102]分配到数据库服务器[0] Server:10.10.0.102:5100 
[2022-08-17 10:22:15.0786] | Debug | 清理超时会话开始工作... 
[2022-08-17 10:22:15.0786] | Debug | 清理超时会话工作完成... 
[2022-08-17 10:22:15.0869] | Debug | 发送数据库服务器心跳包 
[2022-08-17 10:22:15.0869] | Debug | 数据库服务器心跳包响应 
[2022-08-17 10:22:15.9096] | Debug | 用户[10.10.0.102]分配到数据库服务器[0] Server:10.10.0.102:5100 
[2022-08-17 10:22:16.9236] | Debug | 用户[10.10.0.102]分配到数据库服务器[0] Server:10.10.0.102:5100 
[2022-08-17 10:22:17.9353] | Debug | 用户[10.10.0.102]分配到数据库服务器[0] Server:10.10.0.102:5100 
[2022-08-17 10:22:18.9464] | Debug | 用户[10.10.0.102]分配到数据库服务器[0] Server:10.10.0.102:5100 
[2022-08-17 10:22:19.9563] | Debug | 用户[10.10.0.102]分配到数据库服务器[0] Server:10.10.0.102:5100 
[2022-08-17 10:22:20.9767] | Debug | 用户[10.10.0.102]分配到数据库服务器[0] Server:10.10.0.102:5100 
[2022-08-17 10:22:21.9846] | Debug | 用户[10.10.0.102]分配到数据库服务器[0] Server:10.10.0.102:5100 
[2022-08-17 10:22:22.9995] | Debug | 用户[10.10.0.102]分配到数据库服务器[0] Server:10.10.0.102:5100 
[2022-08-17 10:22:24.0120] | Debug | 用户[10.10.0.102]分配到数据库服务器[0] Server:10.10.0.102:5100 
[2022-08-17 10:22:25.0253] | Debug | 用户[10.10.0.102]分配到数据库服务器[0] Server:10.10.0.102:5100 
[2022-08-17 10:22:25.0877] | Debug | 发送数据库服务器心跳包 
[2022-08-17 10:22:25.0877] | Debug | 数据库服务器心跳包响应 
[2022-08-17 10:22:26.0400] | Debug | 用户[10.10.0.102]分配到数据库服务器[0] Server:10.10.0.102:5100 
[2022-08-17 10:22:27.0513] | Debug | 用户[10.10.0.102]分配到数据库服务器[0] Server:10.10.0.102:5100 
[2022-08-17 10:22:28.0661] | Debug | 用户[10.10.0.102]分配到数据库服务器[0] Server:10.10.0.102:5100 
[2022-08-17 10:22:29.0793] | Debug | 用户[10.10.0.102]分配到数据库服务器[0] Server:10.10.0.102:5100 
[2022-08-17 10:22:30.0943] | Debug | 用户[10.10.0.102]分配到数据库服务器[0] Server:10.10.0.102:5100 
[2022-08-17 10:22:31.1172] | Debug | 用户[10.10.0.102]分配到数据库服务器[0] Server:10.10.0.102:5100 
[2022-08-17 10:22:32.1229] | Debug | 用户[10.10.0.102]分配到数据库服务器[0] Server:10.10.0.102:5100 
[2022-08-17 10:22:33.1372] | Debug | 用户[10.10.0.102]分配到数据库服务器[0] Server:10.10.0.102:5100 
[2022-08-17 10:22:34.1521] | Debug | 用户[10.10.0.102]分配到数据库服务器[0] Server:10.10.0.102:5100 
[2022-08-17 10:22:35.0804] | Debug | 清理超时会话开始工作... 
[2022-08-17 10:22:35.0806] | Debug | 清理超时会话工作完成... 
[2022-08-17 10:22:35.0893] | Debug | 发送数据库服务器心跳包 
[2022-08-17 10:22:35.0893] | Debug | 数据库服务器心跳包响应 
[2022-08-17 10:22:35.1698] | Debug | 用户[10.10.0.102]分配到数据库服务器[0] Server:10.10.0.102:5100 
[2022-08-17 10:22:36.1861] | Debug | 用户[10.10.0.102]分配到数据库服务器[0] Server:10.10.0.102:5100 
[2022-08-17 10:22:37.1571] | Debug | 用户[10.10.0.102]分配到数据库服务器[0] Server:10.10.0.102:5100 
[2022-08-17 10:22:38.1754] | Debug | 用户[10.10.0.102]分配到数据库服务器[0] Server:10.10.0.102:5100 
[2022-08-17 10:22:39.2053] | Debug | 用户[10.10.0.102]分配到数据库服务器[0] Server:10.10.0.102:5100 
[2022-08-17 10:22:40.2199] | Debug | 用户[10.10.0.102]分配到数据库服务器[0] Server:10.10.0.102:5100 
[2022-08-17 10:22:41.2433] | Debug | 用户[10.10.0.102]分配到数据库服务器[0] Server:10.10.0.102:5100 
[2022-08-17 10:22:42.2670] | Debug | 用户[10.10.0.102]分配到数据库服务器[0] Server:10.10.0.102:5100 
[2022-08-17 10:22:43.2823] | Debug | 用户[10.10.0.102]分配到数据库服务器[0] Server:10.10.0.102:5100 
[2022-08-17 10:22:44.3069] | Debug | 用户[10.10.0.102]分配到数据库服务器[0] Server:10.10.0.102:5100 
[2022-08-17 10:22:45.0902] | Debug | 发送数据库服务器心跳包 
[2022-08-17 10:22:45.0902] | Debug | 数据库服务器心跳包响应 
[2022-08-17 10:22:45.3272] | Debug | 用户[10.10.0.102]分配到数据库服务器[0] Server:10.10.0.102:5100 
[2022-08-17 10:22:46.3452] | Debug | 用户[10.10.0.102]分配到数据库服务器[0] Server:10.10.0.102:5100 
[2022-08-17 10:22:47.3639] | Debug | 用户[10.10.0.102]分配到数据库服务器[0] Server:10.10.0.102:5100 
[2022-08-17 10:22:48.3830] | Debug | 用户[10.10.0.102]分配到数据库服务器[0] Server:10.10.0.102:5100 
[2022-08-17 10:22:49.4035] | Debug | 用户[10.10.0.102]分配到数据库服务器[0] Server:10.10.0.102:5100 
[2022-08-17 10:22:50.4246] | Debug | 用户[10.10.0.102]分配到数据库服务器[0] Server:10.10.0.102:5100 
[2022-08-17 10:22:51.4459] | Debug | 用户[10.10.0.102]分配到数据库服务器[0] Server:10.10.0.102:5100 
[2022-08-17 10:22:52.4593] | Debug | 用户[10.10.0.102]分配到数据库服务器[0] Server:10.10.0.102:5100 
[2022-08-17 10:22:55.0807] | Debug | 清理超时会话开始工作... 
[2022-08-17 10:22:55.0807] | Debug | 清理超时会话工作完成... 
[2022-08-17 10:22:55.0916] | Debug | 发送数据库服务器心跳包 
[2022-08-17 10:22:55.0916] | Debug | 数据库服务器心跳包响应 
[2022-08-17 10:23:05.0931] | Debug | 发送数据库服务器心跳包 
[2022-08-17 10:23:05.0935] | Debug | 数据库服务器心跳包响应 
[2022-08-17 10:23:15.0820] | Debug | 清理超时会话开始工作... 
[2022-08-17 10:23:15.0820] | Debug | 清理超时会话工作完成... 
[2022-08-17 10:23:15.0941] | Debug | 发送数据库服务器心跳包 
[2022-08-17 10:23:15.0941] | Debug | 数据库服务器心跳包响应 
[2022-08-17 10:23:17.7208] | Info | 数据库服务器[10.10.0.102:5100]断开链接. 
[2022-08-17 10:23:25.0958] | Debug | 服务器[10.10.0.102:5100]建立链接.失败次数:[1] 
[2022-08-17 10:23:28.5988] | Info | 数据库服务器[10.10.0.102:5100]链接成功. 
[2022-08-17 10:23:28.5988] | Debug | 线程[8e142c04d26c475dba01c54af98798ce]连接 10.10.0.102:5100 成功... 
[2022-08-17 10:23:35.0838] | Debug | 清理超时会话开始工作... 
[2022-08-17 10:23:35.0838] | Debug | 清理超时会话工作完成... 
[2022-08-17 10:23:35.0965] | Debug | 发送数据库服务器心跳包 
[2022-08-17 10:23:35.1013] | Debug | 数据库服务器心跳包响应 
[2022-08-17 10:23:45.0967] | Debug | 发送数据库服务器心跳包 
[2022-08-17 10:23:45.0987] | Debug | 数据库服务器心跳包响应 
[2022-08-17 10:23:55.0849] | Debug | 清理超时会话开始工作... 
[2022-08-17 10:23:55.0849] | Debug | 清理超时会话工作完成... 
[2022-08-17 10:23:55.0980] | Debug | 发送数据库服务器心跳包 
[2022-08-17 10:23:55.0997] | Debug | 数据库服务器心跳包响应 
[2022-08-17 10:24:05.0988] | Debug | 发送数据库服务器心跳包 
[2022-08-17 10:24:05.1007] | Debug | 数据库服务器心跳包响应 
[2022-08-17 10:24:15.0856] | Debug | 清理超时会话开始工作... 
[2022-08-17 10:24:15.0856] | Debug | 清理超时会话工作完成... 
[2022-08-17 10:24:15.1009] | Debug | 发送数据库服务器心跳包 
[2022-08-17 10:24:15.1024] | Debug | 数据库服务器心跳包响应 
[2022-08-17 10:24:41.5100] | Info | 正在启动服务... 
[2022-08-17 10:24:41.6051] | Info | 欢迎使用翎风系列游戏软件... 
[2022-08-17 10:24:41.6058] | Info | 网站:http://www.gameofmir.com 
[2022-08-17 10:24:41.6058] | Info | 论坛:http://bbs.gameofmir.com 
[2022-08-17 10:24:41.6084] | Info | 数据库服务器[10.10.0.102:5100]链接成功. 
[2022-08-17 10:24:41.6089] | Debug | 线程[5234ded29fa049a5a39c933a2681b20b]连接 10.10.0.102:5100 成功... 
[2022-08-17 10:24:41.6089] | Debug | 清理超时会话开始工作... 
[2022-08-17 10:24:41.6089] | Debug | 清理超时会话工作完成... 
[2022-08-17 10:24:41.6118] | Debug | 发送数据库服务器心跳包 
[2022-08-17 10:24:41.6143] | Debug | 数据库服务器心跳包响应 
[2022-08-17 10:24:51.6110] | Debug | 发送数据库服务器心跳包 
[2022-08-17 10:24:51.6129] | Debug | 数据库服务器心跳包响应 
[2022-08-17 10:25:01.6108] | Debug | 清理超时会话开始工作... 
[2022-08-17 10:25:01.6108] | Debug | 清理超时会话工作完成... 
[2022-08-17 10:25:01.6116] | Debug | 发送数据库服务器心跳包 
[2022-08-17 10:25:01.6133] | Debug | 数据库服务器心跳包响应 
[2022-08-17 10:25:02.3047] | Debug | 用户[10.10.0.102]分配到数据库服务器[0] Server:10.10.0.102:5100 
[2022-08-17 10:25:03.2858] | Debug | 用户[10.10.0.102]分配到数据库服务器[0] Server:10.10.0.102:5100 
[2022-08-17 10:25:04.2952] | Debug | 用户[10.10.0.102]分配到数据库服务器[0] Server:10.10.0.102:5100 
[2022-08-17 10:25:05.3021] | Debug | 用户[10.10.0.102]分配到数据库服务器[0] Server:10.10.0.102:5100 
[2022-08-17 10:25:06.3091] | Debug | 用户[10.10.0.102]分配到数据库服务器[0] Server:10.10.0.102:5100 
[2022-08-17 10:25:07.3179] | Debug | 用户[10.10.0.102]分配到数据库服务器[0] Server:10.10.0.102:5100 
[2022-08-17 10:25:08.3320] | Debug | 用户[10.10.0.102]分配到数据库服务器[0] Server:10.10.0.102:5100 
[2022-08-17 10:25:09.3394] | Debug | 用户[10.10.0.102]分配到数据库服务器[0] Server:10.10.0.102:5100 
[2022-08-17 10:25:10.3475] | Debug | 用户[10.10.0.102]分配到数据库服务器[0] Server:10.10.0.102:5100 
[2022-08-17 10:25:11.3631] | Debug | 用户[10.10.0.102]分配到数据库服务器[0] Server:10.10.0.102:5100 
[2022-08-17 10:25:11.6132] | Debug | 发送数据库服务器心跳包 
[2022-08-17 10:25:12.3693] | Debug | 用户[10.10.0.102]分配到数据库服务器[0] Server:10.10.0.102:5100 
[2022-08-17 10:25:13.3798] | Debug | 用户[10.10.0.102]分配到数据库服务器[0] Server:10.10.0.102:5100 
[2022-08-17 10:25:14.3879] | Debug | 用户[10.10.0.102]分配到数据库服务器[0] Server:10.10.0.102:5100 
[2022-08-17 10:25:15.3975] | Debug | 用户[10.10.0.102]分配到数据库服务器[0] Server:10.10.0.102:5100 
[2022-08-17 10:25:16.4035] | Debug | 用户[10.10.0.102]分配到数据库服务器[0] Server:10.10.0.102:5100 
[2022-08-17 10:25:17.4135] | Debug | 用户[10.10.0.102]分配到数据库服务器[0] Server:10.10.0.102:5100 
[2022-08-17 10:25:18.4185] | Debug | 用户[10.10.0.102]分配到数据库服务器[0] Server:10.10.0.102:5100 
[2022-08-17 10:25:19.4322] | Debug | 用户[10.10.0.102]分配到数据库服务器[0] Server:10.10.0.102:5100 
[2022-08-17 10:25:20.4411] | Debug | 用户[10.10.0.102]分配到数据库服务器[0] Server:10.10.0.102:5100 
[2022-08-17 10:25:21.4530] | Debug | 用户[10.10.0.102]分配到数据库服务器[0] Server:10.10.0.102:5100 
[2022-08-17 10:25:21.6116] | Debug | 清理超时会话开始工作... 
[2022-08-17 10:25:21.6116] | Debug | 清理超时会话工作完成... 
[2022-08-17 10:25:21.6148] | Debug | 发送数据库服务器心跳包 
[2022-08-17 10:25:22.4650] | Debug | 用户[10.10.0.102]分配到数据库服务器[0] Server:10.10.0.102:5100 
[2022-08-17 10:25:23.4846] | Debug | 用户[10.10.0.102]分配到数据库服务器[0] Server:10.10.0.102:5100 
[2022-08-17 10:25:24.4967] | Debug | 用户[10.10.0.102]分配到数据库服务器[0] Server:10.10.0.102:5100 
[2022-08-17 10:25:25.5041] | Debug | 用户[10.10.0.102]分配到数据库服务器[0] Server:10.10.0.102:5100 
[2022-08-17 10:25:26.5155] | Debug | 用户[10.10.0.102]分配到数据库服务器[0] Server:10.10.0.102:5100 
[2022-08-17 10:25:27.5296] | Debug | 用户[10.10.0.102]分配到数据库服务器[0] Server:10.10.0.102:5100 
[2022-08-17 10:25:28.5458] | Debug | 用户[10.10.0.102]分配到数据库服务器[0] Server:10.10.0.102:5100 
[2022-08-17 10:25:29.5515] | Debug | 用户[10.10.0.102]分配到数据库服务器[0] Server:10.10.0.102:5100 
[2022-08-17 10:25:30.5604] | Debug | 用户[10.10.0.102]分配到数据库服务器[0] Server:10.10.0.102:5100 
[2022-08-17 10:25:31.5766] | Debug | 用户[10.10.0.102]分配到数据库服务器[0] Server:10.10.0.102:5100 
[2022-08-17 10:25:31.6168] | Debug | 发送数据库服务器心跳包 
[2022-08-17 10:25:32.5853] | Debug | 用户[10.10.0.102]分配到数据库服务器[0] Server:10.10.0.102:5100 
[2022-08-17 10:25:33.5950] | Debug | 用户[10.10.0.102]分配到数据库服务器[0] Server:10.10.0.102:5100 
[2022-08-17 10:25:34.5944] | Debug | 用户[10.10.0.102]分配到数据库服务器[0] Server:10.10.0.102:5100 
[2022-08-17 10:25:35.6012] | Debug | 用户[10.10.0.102]分配到数据库服务器[0] Server:10.10.0.102:5100 
[2022-08-17 10:26:59.7543] | Info | 正在启动服务... 
[2022-08-17 10:26:59.8488] | Info | 欢迎使用翎风系列游戏软件... 
[2022-08-17 10:26:59.8488] | Info | 网站:http://www.gameofmir.com 
[2022-08-17 10:26:59.8488] | Info | 论坛:http://bbs.gameofmir.com 
[2022-08-17 10:26:59.8518] | Info | 数据库服务器[10.10.0.102:5100]链接成功. 
[2022-08-17 10:26:59.8518] | Debug | 线程[16c90500ef584bc492d903988b1b36bb]连接 10.10.0.102:5100 成功... 
[2022-08-17 10:26:59.8527] | Debug | 清理超时会话开始工作... 
[2022-08-17 10:26:59.8527] | Debug | 清理超时会话工作完成... 
[2022-08-17 10:26:59.8552] | Debug | 发送数据库服务器心跳包 
[2022-08-17 10:26:59.8605] | Debug | 数据库服务器心跳包响应 
[2022-08-17 10:27:09.8547] | Debug | 发送数据库服务器心跳包 
[2022-08-17 10:27:09.8565] | Debug | 数据库服务器心跳包响应 
[2022-08-17 10:27:11.5483] | Debug | 用户[10.10.0.102]分配到数据库服务器[0] Server:10.10.0.102:5100 
[2022-08-17 10:27:12.5315] | Debug | 用户[10.10.0.102]分配到数据库服务器[0] Server:10.10.0.102:5100 
[2022-08-17 10:27:13.5394] | Debug | 用户[10.10.0.102]分配到数据库服务器[0] Server:10.10.0.102:5100 
[2022-08-17 10:27:14.5459] | Debug | 用户[10.10.0.102]分配到数据库服务器[0] Server:10.10.0.102:5100 
[2022-08-17 10:27:15.5612] | Debug | 用户[10.10.0.102]分配到数据库服务器[0] Server:10.10.0.102:5100 
[2022-08-17 10:27:16.5707] | Debug | 用户[10.10.0.102]分配到数据库服务器[0] Server:10.10.0.102:5100 
[2022-08-17 10:27:17.5730] | Debug | 用户[10.10.0.102]分配到数据库服务器[0] Server:10.10.0.102:5100 
[2022-08-17 10:27:18.5807] | Debug | 用户[10.10.0.102]分配到数据库服务器[0] Server:10.10.0.102:5100 
[2022-08-17 10:27:19.5921] | Debug | 用户[10.10.0.102]分配到数据库服务器[0] Server:10.10.0.102:5100 
[2022-08-17 10:27:19.8539] | Debug | 清理超时会话开始工作... 
[2022-08-17 10:27:19.8539] | Debug | 清理超时会话工作完成... 
[2022-08-17 10:27:19.8556] | Debug | 发送数据库服务器心跳包 
[2022-08-17 10:27:20.5999] | Debug | 用户[10.10.0.102]分配到数据库服务器[0] Server:10.10.0.102:5100 
[2022-08-17 10:27:21.6097] | Debug | 用户[10.10.0.102]分配到数据库服务器[0] Server:10.10.0.102:5100 
