[2022-08-22 15:20:04.6118] | Debug | DBSvr is starting. 
[2022-08-22 15:21:31.1730] | Info | 账号登陆服务器[10.10.0.102:5600]链接成功. 
[2022-08-22 15:21:31.1738] | Error | 账号登录服务器[10.10.0.102:5600]断开链接. 
[2022-08-22 15:21:36.2094] | Info | 账号登陆服务器[10.10.0.102:5600]链接成功. 
[2022-08-22 15:21:36.2094] | Error | 账号登录服务器[10.10.0.102:5600]断开链接. 
[2022-08-22 15:21:39.3579] | Debug | Received SelGate Heartbeat. 
[2022-08-22 15:21:41.2387] | Info | 账号登陆服务器[10.10.0.102:5600]链接成功. 
[2022-08-22 15:21:41.2387] | Error | 账号登录服务器[10.10.0.102:5600]断开链接. 
[2022-08-22 15:21:46.2881] | Info | 账号登陆服务器[10.10.0.102:5600]链接成功. 
[2022-08-22 15:21:46.2884] | Error | 账号登录服务器[10.10.0.102:5600]断开链接. 
[2022-08-22 15:21:49.3594] | Debug | Received SelGate Heartbeat. 
[2022-08-22 15:21:51.3264] | Info | 账号登陆服务器[10.10.0.102:5600]链接成功. 
[2022-08-22 15:21:51.3264] | Error | 账号登录服务器[10.10.0.102:5600]断开链接. 
[2022-08-22 15:21:56.3702] | Info | 账号登陆服务器[10.10.0.102:5600]链接成功. 
[2022-08-22 15:21:56.3702] | Error | 账号登录服务器[10.10.0.102:5600]断开链接. 
[2022-08-22 15:21:59.3605] | Debug | Received SelGate Heartbeat. 
[2022-08-22 15:22:01.4550] | Info | 账号登陆服务器[10.10.0.102:5600]链接成功. 
[2022-08-22 15:22:01.4554] | Error | 账号登录服务器[10.10.0.102:5600]断开链接. 
[2022-08-22 15:22:06.5519] | Info | 账号登陆服务器[10.10.0.102:5600]链接成功. 
[2022-08-22 15:22:06.5524] | Error | 账号登录服务器[10.10.0.102:5600]断开链接. 
[2022-08-22 15:22:09.3626] | Debug | Received SelGate Heartbeat. 
[2022-08-22 15:22:11.6496] | Info | 账号登陆服务器[10.10.0.102:5600]链接成功. 
[2022-08-22 15:22:11.6496] | Error | 账号登录服务器[10.10.0.102:5600]断开链接. 
[2022-08-22 15:22:16.7296] | Info | 账号登陆服务器[10.10.0.102:5600]链接成功. 
[2022-08-22 15:22:16.7296] | Error | 账号登录服务器[10.10.0.102:5600]断开链接. 
[2022-08-22 15:22:19.3639] | Debug | Received SelGate Heartbeat. 
[2022-08-22 15:22:21.7836] | Info | 账号登陆服务器[10.10.0.102:5600]链接成功. 
[2022-08-22 15:22:21.7836] | Error | 账号登录服务器[10.10.0.102:5600]断开链接. 
[2022-08-22 15:22:26.8357] | Info | 账号登陆服务器[10.10.0.102:5600]链接成功. 
[2022-08-22 15:22:26.8357] | Error | 账号登录服务器[10.10.0.102:5600]断开链接. 
[2022-08-22 15:22:29.3652] | Debug | Received SelGate Heartbeat. 
[2022-08-22 15:22:31.9275] | Info | 账号登陆服务器[10.10.0.102:5600]链接成功. 
[2022-08-22 15:22:31.9275] | Error | 账号登录服务器[10.10.0.102:5600]断开链接. 
[2022-08-22 15:22:37.0048] | Info | 账号登陆服务器[10.10.0.102:5600]链接成功. 
[2022-08-22 15:22:37.0052] | Error | 账号登录服务器[10.10.0.102:5600]断开链接. 
[2022-08-22 15:22:39.3656] | Debug | Received SelGate Heartbeat. 
[2022-08-22 15:22:42.0969] | Info | 账号登陆服务器[10.10.0.102:5600]链接成功. 
[2022-08-22 15:22:42.0972] | Error | 账号登录服务器[10.10.0.102:5600]断开链接. 
[2022-08-22 15:22:47.1834] | Info | 账号登陆服务器[10.10.0.102:5600]链接成功. 
[2022-08-22 15:22:47.1834] | Error | 账号登录服务器[10.10.0.102:5600]断开链接. 
[2022-08-22 15:22:49.3670] | Debug | Received SelGate Heartbeat. 
[2022-08-22 15:22:52.2720] | Info | 账号登陆服务器[10.10.0.102:5600]链接成功. 
[2022-08-22 15:22:52.2724] | Error | 账号登录服务器[10.10.0.102:5600]断开链接. 
[2022-08-22 15:22:57.3496] | Info | 账号登陆服务器[10.10.0.102:5600]链接成功. 
[2022-08-22 15:22:57.3496] | Error | 账号登录服务器[10.10.0.102:5600]断开链接. 
[2022-08-22 15:22:59.3675] | Debug | Received SelGate Heartbeat. 
[2022-08-22 15:23:02.3516] | Info | 账号登陆服务器[10.10.0.102:5600]链接成功. 
[2022-08-22 15:23:02.3516] | Error | 账号登录服务器[10.10.0.102:5600]断开链接. 
[2022-08-22 15:23:07.4506] | Info | 账号登陆服务器[10.10.0.102:5600]链接成功. 
[2022-08-22 15:23:07.4506] | Error | 账号登录服务器[10.10.0.102:5600]断开链接. 
[2022-08-22 15:23:09.3697] | Debug | Received SelGate Heartbeat. 
[2022-08-22 15:23:12.5313] | Info | 账号登陆服务器[10.10.0.102:5600]链接成功. 
[2022-08-22 15:23:12.5313] | Error | 账号登录服务器[10.10.0.102:5600]断开链接. 
[2022-08-22 15:23:17.6085] | Info | 账号登陆服务器[10.10.0.102:5600]链接成功. 
[2022-08-22 15:23:17.6085] | Error | 账号登录服务器[10.10.0.102:5600]断开链接. 
[2022-08-22 15:23:19.3712] | Debug | Received SelGate Heartbeat. 
[2022-08-22 15:23:22.6981] | Info | 账号登陆服务器[10.10.0.102:5600]链接成功. 
[2022-08-22 15:23:22.6981] | Error | 账号登录服务器[10.10.0.102:5600]断开链接. 
[2022-08-22 15:23:29.3724] | Debug | Received SelGate Heartbeat. 
[2022-08-22 15:23:39.3735] | Debug | Received SelGate Heartbeat. 
[2022-08-22 15:25:12.1932] | Debug | DBSvr is starting. 
[2022-08-22 15:25:12.2838] | Info | 数据库配置文件读取完成... 
[2022-08-22 15:25:12.2857] | Info | 读取网关配置信息.GameGateIP:[10.10.0.102:7200] 
[2022-08-22 15:25:12.2857] | Info | 读取网关配置信息成功.[1] 
[2022-08-22 15:25:12.5148] | Info | 数据库服务[10.10.0.102:5100]已启动.等待链接... 
[2022-08-22 15:25:12.5644] | Info | 数据库角色服务[10.10.0.102:6000]已启动.等待链接... 
[2022-08-22 15:25:13.6191] | Info | 账号登陆服务器[10.10.0.102:5600]链接成功. 
[2022-08-22 15:25:13.7655] | Info | 角色网关[0](10.10.0.102:60102)已打开... 
[2022-08-22 15:25:13.7727] | Debug | Received SelGate Heartbeat. 
[2022-08-22 15:25:23.7697] | Debug | Received SelGate Heartbeat. 
[2022-08-22 15:25:33.7713] | Debug | Received SelGate Heartbeat. 
[2022-08-22 15:25:43.7720] | Debug | Received SelGate Heartbeat. 
[2022-08-22 15:25:53.7835] | Debug | Received SelGate Heartbeat. 
[2022-08-22 15:26:03.7847] | Debug | Received SelGate Heartbeat. 
[2022-08-22 15:26:13.7911] | Debug | Received SelGate Heartbeat. 
[2022-08-22 15:26:23.7918] | Debug | Received SelGate Heartbeat. 
[2022-08-22 15:26:33.7935] | Debug | Received SelGate Heartbeat. 
[2022-08-22 15:26:43.7942] | Debug | Received SelGate Heartbeat. 
[2022-08-22 15:26:53.7953] | Debug | Received SelGate Heartbeat. 
[2022-08-22 15:27:03.7955] | Debug | Received SelGate Heartbeat. 
