[2022-08-30 15:08:51.8517] | Debug | DBSvr is starting. 
[2022-08-30 17:48:27.5745] | Debug | Received SelGate Heartbeat. 
[2022-08-30 17:48:37.5760] | Debug | Received SelGate Heartbeat. 
[2022-08-30 17:48:47.5775] | Debug | Received SelGate Heartbeat. 
[2022-08-30 17:48:57.5786] | Debug | Received SelGate Heartbeat. 
[2022-08-30 17:49:07.5797] | Debug | Received SelGate Heartbeat. 
[2022-08-30 17:49:17.5808] | Debug | Received SelGate Heartbeat. 
[2022-08-30 17:49:27.5820] | Debug | Received SelGate Heartbeat. 
[2022-08-30 17:49:37.5828] | Debug | Received SelGate Heartbeat. 
[2022-08-30 17:49:47.5836] | Debug | Received SelGate Heartbeat. 
[2022-08-30 17:49:57.5854] | Debug | Received SelGate Heartbeat. 
[2022-08-30 17:50:07.5855] | Debug | Received SelGate Heartbeat. 
[2022-08-30 17:50:17.5870] | Debug | Received SelGate Heartbeat. 
[2022-08-30 17:50:27.5887] | Debug | Received SelGate Heartbeat. 
[2022-08-30 17:50:37.5900] | Debug | Received SelGate Heartbeat. 
[2022-08-30 17:50:47.5915] | Debug | Received SelGate Heartbeat. 
[2022-08-30 17:50:57.5916] | Debug | Received SelGate Heartbeat. 
[2022-08-30 17:51:07.5937] | Debug | Received SelGate Heartbeat. 
[2022-08-30 17:51:17.5950] | Debug | Received SelGate Heartbeat. 
[2022-08-30 17:51:27.5963] | Debug | Received SelGate Heartbeat. 
[2022-08-30 17:51:37.5972] | Debug | Received SelGate Heartbeat. 
[2022-08-30 17:51:47.5975] | Debug | Received SelGate Heartbeat. 
[2022-08-30 17:51:57.5989] | Debug | Received SelGate Heartbeat. 
[2022-08-30 17:52:07.6001] | Debug | Received SelGate Heartbeat. 
[2022-08-30 17:52:17.6010] | Debug | Received SelGate Heartbeat. 
[2022-08-30 17:52:27.6019] | Debug | Received SelGate Heartbeat. 
[2022-08-30 17:52:37.6025] | Debug | Received SelGate Heartbeat. 
[2022-08-30 17:52:47.6041] | Debug | Received SelGate Heartbeat. 
[2022-08-30 17:52:57.6047] | Debug | Received SelGate Heartbeat. 
[2022-08-30 17:53:07.6056] | Debug | Received SelGate Heartbeat. 
[2022-08-30 17:53:17.6075] | Debug | Received SelGate Heartbeat. 
[2022-08-30 17:53:18.6891] | Debug | 收到账号中心同步会话消息. 
[2022-08-30 17:53:19.1600] | Debug | [QueryChr] Success ml=zmn?`a> 
[2022-08-30 17:53:24.0364] | Debug | 发送游戏网关信息: GameRun:10.10.0.102 Port:7200 
[2022-08-30 17:53:27.6079] | Debug | Received SelGate Heartbeat. 
[2022-08-30 17:53:37.6093] | Debug | Received SelGate Heartbeat. 
[2022-08-30 17:53:47.6103] | Debug | Received SelGate Heartbeat. 
[2022-08-30 17:53:57.6114] | Debug | Received SelGate Heartbeat. 
[2022-08-30 17:54:07.6122] | Debug | Received SelGate Heartbeat. 
[2022-08-30 17:54:17.6132] | Debug | Received SelGate Heartbeat. 
[2022-08-30 17:54:27.6140] | Debug | Received SelGate Heartbeat. 
[2022-08-30 17:54:37.6156] | Debug | Received SelGate Heartbeat. 
[2022-08-30 17:54:47.6164] | Debug | Received SelGate Heartbeat. 
[2022-08-30 17:54:57.6175] | Debug | Received SelGate Heartbeat. 
[2022-08-30 17:55:07.6191] | Debug | Received SelGate Heartbeat. 
[2022-08-30 18:07:35.9351] | Debug | DBSvr is starting. 
[2022-08-30 18:07:36.0295] | Info | 数据库配置文件读取完成... 
[2022-08-30 18:07:36.0315] | Info | 读取网关配置信息.GameGateIP:[10.10.0.102:7200] 
[2022-08-30 18:07:36.0315] | Info | 读取网关配置信息成功.[1] 
[2022-08-30 18:07:36.2816] | Info | 数据库服务[10.10.0.102:5100]已启动.等待链接... 
[2022-08-30 18:07:36.3650] | Info | 数据库角色服务[10.10.0.102:6000]已启动.等待链接... 
[2022-08-30 18:07:38.6643] | Info | 角色网关[0](10.10.0.102:64053)已打开... 
[2022-08-30 18:07:38.6712] | Debug | Received SelGate Heartbeat. 
[2022-08-30 18:07:43.8803] | Debug | DBSvr is starting. 
[2022-08-30 18:07:43.9711] | Info | 数据库配置文件读取完成... 
[2022-08-30 18:07:43.9730] | Info | 读取网关配置信息.GameGateIP:[10.10.0.102:7200] 
[2022-08-30 18:07:43.9730] | Info | 读取网关配置信息成功.[1] 
[2022-08-30 18:07:44.2410] | Info | 数据库服务[10.10.0.102:5100]已启动.等待链接... 
[2022-08-30 18:07:44.3233] | Info | 数据库角色服务[10.10.0.102:6000]已启动.等待链接... 
[2022-08-30 18:07:47.1672] | Info | 角色网关[0](10.10.0.102:64063)已打开... 
[2022-08-30 18:07:47.1733] | Debug | Received SelGate Heartbeat. 
[2022-08-30 18:07:57.1695] | Debug | Received SelGate Heartbeat. 
[2022-08-30 18:07:57.3436] | Info | 账号服务器[10.10.0.102:5600]链接成功. 
[2022-08-30 18:08:07.1872] | Debug | Received SelGate Heartbeat. 
[2022-08-30 18:08:17.1883] | Debug | Received SelGate Heartbeat. 
[2022-08-30 18:08:22.9746] | Debug | 收到账号中心同步会话消息. 
[2022-08-30 18:08:23.4317] | Debug | [QueryChr] Success ml=zmn?`b? 
[2022-08-30 18:08:27.1887] | Debug | Received SelGate Heartbeat. 
[2022-08-30 18:08:27.8596] | Debug | 发送游戏网关信息: GameRun:10.10.0.102 Port:7200 
[2022-08-30 18:08:37.1897] | Debug | Received SelGate Heartbeat. 
[2022-08-30 18:08:47.1910] | Debug | Received SelGate Heartbeat. 
[2022-08-30 18:08:57.1923] | Debug | Received SelGate Heartbeat. 
[2022-08-30 18:09:07.1937] | Debug | Received SelGate Heartbeat. 
[2022-08-30 18:09:17.1954] | Debug | Received SelGate Heartbeat. 
[2022-08-30 18:09:27.1968] | Debug | Received SelGate Heartbeat. 
[2022-08-30 18:09:37.1982] | Debug | Received SelGate Heartbeat. 
[2022-08-30 18:09:47.1993] | Debug | Received SelGate Heartbeat. 
[2022-08-30 18:09:57.1996] | Debug | Received SelGate Heartbeat. 
[2022-08-30 18:10:07.2008] | Debug | Received SelGate Heartbeat. 
[2022-08-30 18:10:17.2023] | Debug | Received SelGate Heartbeat. 
[2022-08-30 18:10:27.2038] | Debug | Received SelGate Heartbeat. 
[2022-08-30 18:10:37.2058] | Debug | Received SelGate Heartbeat. 
[2022-08-30 18:10:47.2068] | Debug | Received SelGate Heartbeat. 
[2022-08-30 18:10:57.2079] | Debug | Received SelGate Heartbeat. 
[2022-08-30 18:11:07.2097] | Debug | Received SelGate Heartbeat. 
[2022-08-30 18:11:17.2107] | Debug | Received SelGate Heartbeat. 
[2022-08-30 18:11:27.2122] | Debug | Received SelGate Heartbeat. 
[2022-08-30 18:11:37.2133] | Debug | Received SelGate Heartbeat. 
[2022-08-30 18:11:47.2149] | Debug | Received SelGate Heartbeat. 
[2022-08-30 18:11:57.2160] | Debug | Received SelGate Heartbeat. 
[2022-08-30 18:12:07.2180] | Debug | Received SelGate Heartbeat. 
[2022-08-30 18:12:17.2195] | Debug | Received SelGate Heartbeat. 
[2022-08-30 18:12:27.2208] | Debug | Received SelGate Heartbeat. 
[2022-08-30 18:12:37.2221] | Debug | Received SelGate Heartbeat. 
[2022-08-30 18:12:47.2227] | Debug | Received SelGate Heartbeat. 
[2022-08-30 18:12:57.2241] | Debug | Received SelGate Heartbeat. 
[2022-08-30 18:13:07.2247] | Debug | Received SelGate Heartbeat. 
[2022-08-30 18:13:17.2263] | Debug | Received SelGate Heartbeat. 
[2022-08-30 18:13:20.4079] | Debug | 收到账号中心同步会话消息. 
[2022-08-30 18:13:20.8508] | Debug | [QueryChr] Success ml=zmn?`c? 
[2022-08-30 18:13:25.9572] | Debug | 发送游戏网关信息: GameRun:10.10.0.102 Port:7200 
[2022-08-30 18:13:27.2269] | Debug | Received SelGate Heartbeat. 
[2022-08-30 18:13:37.2284] | Debug | Received SelGate Heartbeat. 
[2022-08-30 18:13:47.2288] | Debug | Received SelGate Heartbeat. 
[2022-08-30 18:13:57.2306] | Debug | Received SelGate Heartbeat. 
[2022-08-30 18:14:07.2305] | Debug | Received SelGate Heartbeat. 
[2022-08-30 18:14:17.2322] | Debug | Received SelGate Heartbeat. 
[2022-08-30 18:14:27.2328] | Debug | Received SelGate Heartbeat. 
[2022-08-30 18:14:37.2341] | Debug | Received SelGate Heartbeat. 
[2022-08-30 18:14:47.2353] | Debug | Received SelGate Heartbeat. 
[2022-08-30 18:14:57.2361] | Debug | Received SelGate Heartbeat. 
[2022-08-30 18:15:07.2369] | Debug | Received SelGate Heartbeat. 
[2022-08-30 18:15:17.2380] | Debug | Received SelGate Heartbeat. 
[2022-08-30 18:15:27.2390] | Debug | Received SelGate Heartbeat. 
[2022-08-30 18:15:37.2395] | Debug | Received SelGate Heartbeat. 
[2022-08-30 18:15:47.2408] | Debug | Received SelGate Heartbeat. 
[2022-08-30 18:15:55.2467] | Error | 账号服务器[10.10.0.102:5600]断开链接. 
[2022-08-30 18:15:56.6374] | Debug | 重新链接账号服务器[10.10.0.102:5600]. 
[2022-08-30 18:15:57.2420] | Debug | Received SelGate Heartbeat. 
[2022-08-30 18:15:57.3410] | Info | 账号服务器[10.10.0.102:5600]链接成功. 
[2022-08-30 18:16:04.6547] | Debug | DBSvr is starting. 
[2022-08-30 18:16:04.7592] | Info | 数据库配置文件读取完成... 
[2022-08-30 18:16:04.7626] | Info | 读取网关配置信息.GameGateIP:[10.10.0.102:7200] 
[2022-08-30 18:16:04.7626] | Info | 读取网关配置信息成功.[1] 
[2022-08-30 18:16:05.0362] | Info | 数据库服务[10.10.0.102:5100]已启动.等待链接... 
[2022-08-30 18:16:05.1189] | Info | 数据库角色服务[10.10.0.102:6000]已启动.等待链接... 
[2022-08-30 18:16:08.5416] | Info | 角色网关[0](10.10.0.102:64348)已打开... 
[2022-08-30 18:16:08.5474] | Debug | Received SelGate Heartbeat. 
[2022-08-30 18:16:11.7392] | Info | 账号服务器[10.10.0.102:5600]链接成功. 
[2022-08-30 18:16:18.5447] | Debug | Received SelGate Heartbeat. 
[2022-08-30 18:16:28.5464] | Debug | Received SelGate Heartbeat. 
[2022-08-30 18:16:31.3192] | Debug | 收到账号中心同步会话消息. 
[2022-08-30 18:16:31.7858] | Debug | [QueryChr] Success ml=zmn?`b? 
[2022-08-30 18:16:36.8413] | Debug | 发送游戏网关信息: GameRun:10.10.0.102 Port:7200 
[2022-08-30 18:16:38.5473] | Debug | Received SelGate Heartbeat. 
[2022-08-30 18:16:48.5482] | Debug | Received SelGate Heartbeat. 
[2022-08-30 18:16:58.5490] | Debug | Received SelGate Heartbeat. 
[2022-08-30 18:17:08.5500] | Debug | Received SelGate Heartbeat. 
[2022-08-30 18:17:18.5514] | Debug | Received SelGate Heartbeat. 
[2022-08-30 18:17:28.5525] | Debug | Received SelGate Heartbeat. 
[2022-08-30 18:17:38.5533] | Debug | Received SelGate Heartbeat. 
[2022-08-30 18:17:48.5539] | Debug | Received SelGate Heartbeat. 
[2022-08-30 18:17:58.5551] | Debug | Received SelGate Heartbeat. 
[2022-08-30 18:18:08.5556] | Debug | Received SelGate Heartbeat. 
[2022-08-30 18:18:18.5575] | Debug | Received SelGate Heartbeat. 
[2022-08-30 18:18:28.5580] | Debug | Received SelGate Heartbeat. 
[2022-08-30 18:18:30.7734] | Debug | 收到账号中心同步会话消息. 
[2022-08-30 18:18:31.2275] | Debug | [QueryChr] Success ml=zmn?`c? 
[2022-08-30 18:18:38.4080] | Debug | 发送游戏网关信息: GameRun:10.10.0.102 Port:7200 
[2022-08-30 18:18:38.5588] | Debug | Received SelGate Heartbeat. 
[2022-08-30 18:18:48.5604] | Debug | Received SelGate Heartbeat. 
[2022-08-30 18:18:58.5609] | Debug | Received SelGate Heartbeat. 
[2022-08-30 18:19:08.5622] | Debug | Received SelGate Heartbeat. 
[2022-08-30 18:19:18.5636] | Debug | Received SelGate Heartbeat. 
[2022-08-30 18:19:28.5647] | Debug | Received SelGate Heartbeat. 
[2022-08-30 18:19:38.5663] | Debug | Received SelGate Heartbeat. 
[2022-08-30 18:19:48.5676] | Debug | Received SelGate Heartbeat. 
[2022-08-30 18:19:58.5682] | Debug | Received SelGate Heartbeat. 
[2022-08-30 18:20:08.5691] | Debug | Received SelGate Heartbeat. 
[2022-08-30 18:20:18.5700] | Debug | Received SelGate Heartbeat. 
[2022-08-30 18:20:28.5710] | Debug | Received SelGate Heartbeat. 
[2022-08-30 18:20:38.5716] | Debug | Received SelGate Heartbeat. 
[2022-08-30 18:20:48.5737] | Debug | Received SelGate Heartbeat. 
[2022-08-30 18:20:58.5752] | Debug | Received SelGate Heartbeat. 
[2022-08-30 18:21:08.5756] | Debug | Received SelGate Heartbeat. 
[2022-08-30 18:21:18.5776] | Debug | Received SelGate Heartbeat. 
[2022-08-30 18:21:28.5791] | Debug | Received SelGate Heartbeat. 
[2022-08-30 18:21:38.5796] | Debug | Received SelGate Heartbeat. 
[2022-08-30 18:21:48.5812] | Debug | Received SelGate Heartbeat. 
[2022-08-30 18:21:58.5815] | Debug | Received SelGate Heartbeat. 
[2022-08-30 18:22:08.5833] | Debug | Received SelGate Heartbeat. 
[2022-08-30 18:22:18.5841] | Debug | Received SelGate Heartbeat. 
[2022-08-30 18:22:28.5853] | Debug | Received SelGate Heartbeat. 
[2022-08-30 18:22:38.5857] | Debug | Received SelGate Heartbeat. 
[2022-08-30 18:22:48.5867] | Debug | Received SelGate Heartbeat. 
[2022-08-30 18:22:58.5886] | Debug | Received SelGate Heartbeat. 
[2022-08-30 18:23:08.5899] | Debug | Received SelGate Heartbeat. 
[2022-08-30 18:23:18.5907] | Debug | Received SelGate Heartbeat. 
[2022-08-30 18:23:28.5922] | Debug | Received SelGate Heartbeat. 
[2022-08-30 18:23:38.5929] | Debug | Received SelGate Heartbeat. 
[2022-08-30 18:23:48.5971] | Debug | Received SelGate Heartbeat. 
[2022-08-30 18:27:56.0382] | Debug | DBSvr is starting. 
[2022-08-30 18:27:56.1507] | Info | 数据库配置文件读取完成... 
[2022-08-30 18:27:56.1529] | Info | 读取网关配置信息.GameGateIP:[10.10.0.102:7200] 
[2022-08-30 18:27:56.1529] | Info | 读取网关配置信息成功.[1] 
[2022-08-30 18:27:56.4221] | Info | 数据库服务[10.10.0.102:5100]已启动.等待链接... 
[2022-08-30 18:27:56.5035] | Info | 数据库角色服务[10.10.0.102:6000]已启动.等待链接... 
[2022-08-30 18:27:59.9855] | Info | 角色网关[0](10.10.0.102:64764)已打开... 
[2022-08-30 18:27:59.9913] | Debug | Received SelGate Heartbeat. 
[2022-08-30 18:28:09.9870] | Debug | Received SelGate Heartbeat. 
[2022-08-30 18:28:19.9885] | Debug | Received SelGate Heartbeat. 
[2022-08-30 18:28:26.2468] | Debug | 重新链接账号服务器[10.10.0.102:5600]. 
[2022-08-30 18:28:29.9893] | Debug | Received SelGate Heartbeat. 
[2022-08-30 18:28:39.9902] | Debug | Received SelGate Heartbeat. 
[2022-08-30 18:28:45.7549] | Info | 账号服务器[10.10.0.102:5600]链接成功. 
[2022-08-30 18:28:49.9912] | Debug | Received SelGate Heartbeat. 
[2022-08-30 18:28:59.9919] | Debug | Received SelGate Heartbeat. 
[2022-08-30 18:29:05.0867] | Debug | 收到账号中心同步会话消息. 
[2022-08-30 18:29:05.5545] | Debug | [QueryChr] Success ml=zmn?`b? 
[2022-08-30 18:29:09.9937] | Debug | Received SelGate Heartbeat. 
[2022-08-30 18:29:10.1229] | Debug | 发送游戏网关信息: GameRun:10.10.0.102 Port:7200 
[2022-08-30 18:29:19.9942] | Debug | Received SelGate Heartbeat. 
[2022-08-30 18:29:29.9949] | Debug | Received SelGate Heartbeat. 
[2022-08-30 18:29:39.9957] | Debug | Received SelGate Heartbeat. 
[2022-08-30 18:29:49.9977] | Debug | Received SelGate Heartbeat. 
[2022-08-30 18:29:59.9983] | Debug | Received SelGate Heartbeat. 
[2022-08-30 18:30:09.9987] | Debug | Received SelGate Heartbeat. 
[2022-08-30 18:30:20.0003] | Debug | Received SelGate Heartbeat. 
[2022-08-30 18:30:27.1111] | Debug | 收到账号中心同步会话消息. 
[2022-08-30 18:30:27.5577] | Debug | [QueryChr] Success ml=zmn?`c? 
[2022-08-30 18:30:30.0007] | Debug | Received SelGate Heartbeat. 
[2022-08-30 18:30:31.4161] | Debug | 发送游戏网关信息: GameRun:10.10.0.102 Port:7200 
[2022-08-30 18:30:40.0023] | Debug | Received SelGate Heartbeat. 
